content_item_id,content_key,subject_key,item_type,primary_unit_number,primary_topic_code,primary_topic_title,alt_topic_code,confidence,agreement_with_author_prose,agreement_with_explainer_retrieval,rationale,needs_human,explainer_available
3a187fa6-d745-463a-be2b-49579aa87a84,APSTAT-MOD3-E002,ap-statistics,frq,1,1.1,Introducing Statistics: What Can We Learn from Data?,1.10,low,na,no,Checked against the grounded 1.1 explainer; item evidence remains ambiguous.,true,true
8a42ff98-03a4-4ba2-ac27-296c1932def9,apstats-frq-u12-010,ap-statistics,frq,3,3.11,Justifying a Claim Based on a Confidence Interval for the Difference Between Two Population Proportions,3.13,low,na,no,Checked against the grounded 3.11 explainer; item evidence remains ambiguous.,true,true
a4913da2-8e3b-4524-af90-74a5eb559735,apstats-frq-u12-011,ap-statistics,frq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.4,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
4621efff-f4e8-4fd8-ac47-0c5600406d6c,apstats-frq-u12-012,ap-statistics,frq,4,4.8,Justifying a Claim Based on a Confidence Interval for the Difference Between Two Population Means,1.6,medium,na,yes,Checked against the grounded 4.8 explainer; its core idea best matches the assessed skill.,false,true
f7dbe26b-eb58-4ae1-a30a-c31b65767ee3,apstats-frq-u12-013,ap-statistics,frq,1,1.12,Potential Problems with Sampling,3.11,low,na,no,Checked against the grounded 1.12 explainer; item evidence remains ambiguous.,true,true
f4ca034a-6b6b-4a24-ae04-4ffb82eef35f,apstats-frq-u12-014,ap-statistics,frq,2,2.3,Estimating Probabilities Using Simulation,3.4,low,na,no,Checked against the grounded 2.3 explainer; item evidence remains ambiguous.,true,true
c15d8495-3926-4af0-a56d-b0ebd3901957,apstats-frq-u12-015,ap-statistics,frq,2,2.5,Mutually Exclusive Events,1.1,medium,na,yes,Checked against the grounded 2.5 explainer; its core idea best matches the assessed skill.,false,true
81508254-a2e0-4906-ae6f-e7a63e0ad431,apstats-frq-u12-016,ap-statistics,frq,2,2.8,Introduction to Random Variables and Probability Distributions,3.11,medium,na,yes,Checked against the grounded 2.8 explainer; its core idea best matches the assessed skill.,false,true
dcedcb2b-3c9d-4e14-a931-79ab0e8f47dc,apstats-frq-u12-017,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,,medium,na,yes,Checked against the grounded 1.3 explainer; its core idea best matches the assessed skill.,false,true
b97d6604-1b56-4a08-a462-9a5b0e4af145,apstats-frq-u12-018,ap-statistics,frq,2,2.6,Conditional Probability,2.7,low,na,no,Checked against the grounded 2.6 explainer; item evidence remains ambiguous.,true,true
f90a9e1b-6fd9-4158-a668-f4ed22e3f8c6,apstats-frq-u12-019,ap-statistics,frq,2,2.12,Sampling Distributions and the Central Limit Theorem,,medium,na,yes,Checked against the grounded 2.12 explainer; its core idea best matches the assessed skill.,false,true
995aa8dd-b257-4228-a066-a045d75fcb58,apstats-frq-u12-020,ap-statistics,frq,1,1.7,Summary Statistics for One Quantitative Variable,1.8,low,na,no,Checked against the grounded 1.7 explainer; item evidence remains ambiguous.,true,true
88d04972-a32f-45c0-ba36-88f89a20e76a,APSTATS-HDG-2026-GRAPH-003,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
247fa43c-12a1-4325-9e4a-3d2ac12ca337,APSTATS-HDG-2026-GRAPH-005,ap-statistics,frq,5,5.3,Linear Regression Models,5.5,low,yes,no,Checked against the grounded 5.3 explainer; item evidence remains ambiguous.,true,true
417f613e-9b7d-4006-a7ad-7af2192740d7,APSTATS-HDG-2026-GRAPH-007,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
778dd6fe-3743-4854-a85d-41ef92621f5b,APSTATS-HDG-2026-GRAPH-008,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.4,low,yes,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
66842193-66be-4a88-83d6-7c3ea74c727e,APSTATS-HDG-2026-GRAPH-010,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
dabb1c22-319b-43b0-85e8-46fc2156160a,APSTATS-HDG-2026-GRAPH-013,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
44955911-e8a2-4692-bbf5-a2371008e2e6,APSTATS-HDG-2026-GRAPH-014,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
4089bbf4-bd0b-4fa5-ba51-74abc72743fc,APSTATS-HDG-2026-GRAPH-015,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
95710146-eeba-4389-89db-a86dc33663c7,APSTATS-HDG-2026-GRAPH-016,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
0dc051bb-9021-4fb3-a17e-29d934feb013,APSTATS-HDG-2026-GRAPH-017,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
e175ed67-4d5c-4580-9665-070c7e8bd014,APSTATS-HDG-2026-GRAPH-018,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
b8e5af02-dfec-4250-a74c-9a38a8323fa2,APSTATS-HDG-2026-GRAPH-019,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
dfdfef1f-dd1f-43e4-a636-cb65824c2ef5,APSTATS-HDG-2026-GRAPH-020,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
2e2f5711-77bc-436d-9610-0c51b18bf9e0,APSTATS-HDG-2026-GRAPH-023,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
ecf62b6d-7462-4724-b009-83a8a821939f,APSTATS-HDG-2026-GRAPH-025,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
f5d5f18f-37e3-4dec-bb2c-9aa76f0fd002,APSTATS-HDG-2026-GRAPH-027,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
9a8bccd1-85e7-4192-a1bb-71aad94ffe4c,APSTATS-HDG-2026-GRAPH-028,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
c63603c5-a620-4b06-aec0-b91d964db1f5,APSTATS-HDG-2026-GRAPH-030,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
b1ee175c-2ac3-4bbb-8139-761847e05c63,APSTATS-HDG-2026-GRAPH-031,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
ca5f0628-cd55-4293-a6d8-51a1cacb6437,APSTATS-HDG-2026-GRAPH-033,ap-statistics,frq,5,5.5,Least-Squares Regression,1.3,low,yes,no,Checked against the grounded 5.5 explainer; item evidence remains ambiguous.,true,true
cbe1dae5-51e8-4b26-87ff-9e457f3f054e,APSTATS-SFRQ-001,ap-statistics,frq,1,1.6,Descriptions for One Quantitative Variable Distributions,1.9,low,yes,no,Checked against the grounded 1.6 explainer; item evidence remains ambiguous.,true,true
29737886-6a8a-40e6-9bb9-4825cbe52d8b,APSTATS-SFRQ-002,ap-statistics,frq,2,2.2,Summary Statistics for Two Categorical Variables,1.1,medium,no,no,Checked against the grounded 2.2 explainer; item evidence remains ambiguous.,true,true
eb74b80e-3f89-430e-a5a2-741ece5451ef,APSTATS-SFRQ-003,ap-statistics,frq,5,5.5,Least-Squares Regression,2.2,medium,no,no,Checked against the grounded 5.5 explainer; item evidence remains ambiguous.,true,true
271dbf21-91e0-423d-9c01-72dfe57a0dbf,APSTATS-SFRQ-004,ap-statistics,frq,2,2.2,Summary Statistics for Two Categorical Variables,5.4,low,no,no,Checked against the grounded 2.2 explainer; item evidence remains ambiguous.,true,true
41f14ace-afaa-4882-9902-99207ac705ac,APSTATS-SFRQ-005,ap-statistics,frq,1,1.11,Random Sampling,3.2,low,yes,no,Checked against the grounded 1.11 explainer; item evidence remains ambiguous.,true,true
a1d72619-88fb-44f0-ba0c-6b541c05936b,APSTATS-SFRQ-007,ap-statistics,frq,2,2.8,Introduction to Random Variables and Probability Distributions,1.1,medium,yes,yes,Checked against the grounded 2.8 explainer; its core idea best matches the assessed skill.,false,true
af56da0a-d966-4882-bafb-d47d10b0b9fd,APSTATS-SFRQ-008,ap-statistics,frq,2,2.8,Introduction to Random Variables and Probability Distributions,2.2,medium,yes,yes,Checked against the grounded 2.8 explainer; its core idea best matches the assessed skill.,false,true
6117e0c1-110a-42de-b2a5-10f719c1cd5d,APSTATS-SFRQ-009,ap-statistics,frq,1,1.11,Random Sampling,2.11,low,yes,no,Checked against the grounded 1.11 explainer; item evidence remains ambiguous.,true,true
b6acbd1b-2851-400a-9761-116bb50712ef,APSTATS-SFRQ-010,ap-statistics,frq,1,1.11,Random Sampling,2.11,low,yes,no,Checked against the grounded 1.11 explainer; item evidence remains ambiguous.,true,true
520c93a1-2eb6-4363-88dd-42b182572364,APSTATS-SFRQ-011,ap-statistics,frq,3,3.3,Constructing a Confidence Interval for a Population Proportion,3.4,low,yes,no,Checked against the grounded 3.3 explainer; item evidence remains ambiguous.,true,true
f3201719-d216-4143-aa92-8d64a9c469aa,APSTATS-SFRQ-012,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.7,low,yes,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
dd0be3bd-4c02-456d-a2b9-0cd59f18e774,APSTATS-SFRQ-013,ap-statistics,frq,3,3.10,Constructing a Confidence Interval for the Difference Between Two Population Proportions,3.11,low,no,no,Checked against the grounded 3.10 explainer; item evidence remains ambiguous.,true,true
822d2c2d-81f3-4ce1-8506-661a9d94dbcc,APSTATS-SFRQ-014,ap-statistics,frq,3,3.12,Setting Up a Test for the Difference Between Two Population Proportions,3.13,low,no,no,Checked against the grounded 3.12 explainer; item evidence remains ambiguous.,true,true
f21ce773-4813-47a9-98fe-e89cba300512,APSTATS-SFRQ-016,ap-statistics,frq,3,3.14,Setting Up a Chi-Square Test for Homogeneity or Independence,3.15,low,yes,no,Checked against the grounded 3.14 explainer; item evidence remains ambiguous.,true,true
1a5a44ca-1545-4ea0-bc50-86ac0489ff6c,STATS-MOD1-E001,ap-statistics,frq,3,3.10,Constructing a Confidence Interval for the Difference Between Two Population Proportions,3.11,low,na,no,Checked against the grounded 3.10 explainer; item evidence remains ambiguous.,true,true
43780d98-4cea-432e-86d7-182baf4d422c,STATS-MOD1-E002,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.7,low,na,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
2d8d4d3d-1af7-4f45-b32e-93e8c9f03ce0,STATS-MOD1-E003,ap-statistics,frq,3,3.2,Sampling Distributions for Sample Proportions,3.9,low,na,no,Checked against the grounded 3.2 explainer; item evidence remains ambiguous.,true,true
cfabb50f-6bee-4c75-af53-7ba415dd697f,STATS-MOD1-E005,ap-statistics,frq,1,1.1,Introducing Statistics: What Can We Learn from Data?,1.10,low,na,no,Checked against the grounded 1.1 explainer; item evidence remains ambiguous.,true,true
d2affbe0-2481-4f00-8054-d42ff6398b27,STATS-MOD1-M001,ap-statistics,frq,1,1.11,Random Sampling,1.1,medium,na,yes,Checked against the grounded 1.11 explainer; its core idea best matches the assessed skill.,false,true
d9fb8bc8-8534-4259-ae09-8a82243aabce,STATS-MOD3-H006,ap-statistics,frq,2,2.2,Summary Statistics for Two Categorical Variables,4.6,low,na,no,Checked against the grounded 2.2 explainer; item evidence remains ambiguous.,true,true
0f7571c4-4327-45cf-9cc4-d9f822c8db65,STATS-MOD3-M006,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.6,low,na,no,Checked against the grounded 1.3 explainer; item evidence remains ambiguous.,true,true
07edc710-16bb-4c09-b7d2-789cdc5a9926,STATS-MOD3-M007,ap-statistics,frq,2,2.12,Sampling Distributions and the Central Limit Theorem,4.1,medium,na,yes,Checked against the grounded 2.12 explainer; its core idea best matches the assessed skill.,false,true
af82b114-64dc-4161-a900-4e6de29ab303,STATS-MOD4-E005,ap-statistics,frq,3,3.10,Constructing a Confidence Interval for the Difference Between Two Population Proportions,3.11,low,na,no,Checked against the grounded 3.10 explainer; item evidence remains ambiguous.,true,true
bb2c9c91-f2c9-4312-a416-e6867c3fdaf3,STATS-MOD4-H012,ap-statistics,frq,1,1.13,Experimental Design,1.1,medium,na,yes,Checked against the grounded 1.13 explainer; its core idea best matches the assessed skill.,false,true
85d23dca-8f05-4e9e-9dbe-22600f8c5528,STATS-MOD4-M009,ap-statistics,frq,1,1.13,Experimental Design,1.1,medium,na,yes,Checked against the grounded 1.13 explainer; its core idea best matches the assessed skill.,false,true
4c9180d9-3f05-4fb6-a5f5-0b1e59100ad8,STATS-MOD9-H018,ap-statistics,frq,3,3.12,Setting Up a Test for the Difference Between Two Population Proportions,3.13,low,na,no,Checked against the grounded 3.12 explainer; item evidence remains ambiguous.,true,true
7db0ade2-21b7-4cd9-b0d9-59ad3cf3b731,apstat-4b-compare-097000,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
d16208a1-86e9-4bbf-a227-6c35f62e8843,apstat-4b-compare-097001,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
1aa847f3-d07e-49db-be54-141b4269649f,apstat-4b-compare-097002,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
01083ec3-5f29-4827-99ed-5c9829f39274,apstat-4b-compare-097003,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
9a86f050-4bb9-44d4-862c-9fca39c125c6,apstat-4b-compare-097004,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
5f38db56-d845-4f9f-b674-be833f35e082,apstat-4b-compare-097005,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
b9ac5ed0-6f91-435d-9a2b-1a8896e63db4,apstat-4b-compare-097006,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
495a6980-940c-49ee-918b-73ed1dee2043,apstat-4b-compare-097007,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
72dd5024-8a93-4752-90c9-4099341517bc,apstat-4b-compare-097008,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
59af95bc-6b6e-4c79-987d-fb7b0455fdbd,apstat-4b-compare-097009,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
967902b0-913a-4f3d-9593-944b80837cd9,apstat-4b-compare-097010,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
929b3bb8-8e75-4666-8b7e-7b035f23bbf9,apstat-4b-compare-097011,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
14480321-788c-445d-886a-4ee986b1380b,apstat-4b-compare-097012,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
fde38ef5-516a-405a-9d6a-ae5c7ebf5625,apstat-4b-compare-097013,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
f8b8d309-d590-453c-ba1a-de5a50422847,apstat-4b-compare-097014,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
9569b2b0-7a19-441a-ba3b-feda8f69c1eb,apstat-4b-compare-097015,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
7c2556fb-1586-4e84-87bd-549fbb32cf16,apstat-4b-compare-097016,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
42ed8387-2e57-40fd-bd85-8b911aa08ed5,apstat-4b-compare-097017,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
1e1e7327-606f-44f8-8b21-64ca4ab00343,apstat-4b-compare-097018,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
5005a284-5856-4f5e-a6c2-93d208d392fc,apstat-4b-compare-097019,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,no,Checked against the grounded 4.3 explainer; item evidence remains ambiguous.,true,true
cc470e39-255e-465c-a93f-2d6e3c325b89,apstat-compare_stats-090000,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,1.7,medium,na,yes,Corrected the prior comparison pattern; the grounded 1.9 explainer is the closest closed-list match.,false,true
499e91c6-ea09-4f5e-baff-7b07f25ee78b,apstat-compare_stats-090001,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,1.7,medium,na,yes,Corrected the prior comparison pattern; the grounded 1.9 explainer is the closest closed-list match.,false,true
e40f868d-5b8f-46bf-bd03-4fcc938613b5,apstat-compare_stats-090002,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,1.7,medium,na,yes,Corrected the prior comparison pattern; the grounded 1.9 explainer is the closest closed-list match.,false,true
68849543-8c77-46f6-9c44-db7e1b18163e,apstat-compare_stats-090003,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,1.7,medium,na,yes,Corrected the prior comparison pattern; the grounded 1.9 explainer is the closest closed-list match.,false,true
a290d67d-8ae1-46c4-9eb0-c3d19e4000ad,apstat-compare_stats-090004,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,1.7,medium,na,yes,Corrected the prior comparison pattern; the grounded 1.9 explainer is the closest closed-list match.,false,true
9cd1fc73-a3aa-42de-9a38-ed27e68de5cb,apstat-compare_stats-090005,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,1.7,medium,na,yes,Corrected the prior comparison pattern; the grounded 1.9 explainer is the closest closed-list match.,false,true
fce2322b-6c24-4427-a9b0-145cb69fd593,apstat-compare_stats-090006,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,1.7,medium,na,yes,Corrected the prior comparison pattern; the grounded 1.9 explainer is the closest closed-list match.,false,true
