content_key,content_item_version_id,criterion_key,points_possible,covered,span_indexes,confidence,flags
"apstats-frq-u12-001","1300dd2b-de29-4d8b-a990-376c8d3ff876","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-001","1300dd2b-de29-4d8b-a990-376c8d3ff876","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-001","1300dd2b-de29-4d8b-a990-376c8d3ff876","part-d-criterion-03","1","true","7","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-002","2899b6c0-815c-4b54-a8a3-1f912e11d97d","part-d-criterion-03","1","true","7","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-a-criterion-03","1","true","1","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-a-criterion-04","1","true","1","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-003","f8ebd5b5-6ac8-405f-a564-bb6b0dfb0759","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-a-criterion-03","1","true","1","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-004","a01f2bff-79df-4a27-a7d8-39a12a4cb5df","part-c-criterion-04","1","true","5","high",""
"apstats-frq-u12-005","804d26da-67ae-4acf-8ad8-dc33c2459f67","a","3","true","1","medium","The stored rubric is anomalously coarse: 4 criteria total 10 points rather than 10 one-point criteria."
"apstats-frq-u12-005","804d26da-67ae-4acf-8ad8-dc33c2459f67","b","3","true","3","medium","The stored rubric is anomalously coarse: 4 criteria total 10 points rather than 10 one-point criteria."
"apstats-frq-u12-005","804d26da-67ae-4acf-8ad8-dc33c2459f67","c1","2","true","5","medium","The stored rubric is anomalously coarse: 4 criteria total 10 points rather than 10 one-point criteria."
"apstats-frq-u12-005","804d26da-67ae-4acf-8ad8-dc33c2459f67","c2","2","true","7","medium","The stored rubric is anomalously coarse: 4 criteria total 10 points rather than 10 one-point criteria."
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-006","5a68fcbc-4c45-4bdc-ae2a-4acbcfaf79ac","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-a-criterion-03","1","true","1","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-b-criterion-04","1","true","3","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-007","09c01266-44ef-4639-af6e-b9f8016b8211","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-a-criterion-03","1","true","1","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-008","ff256908-1a1d-4138-a396-0f24d1e0a8e4","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-b-criterion-04","1","true","3","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-009","350a6f19-505d-476e-a513-f7cc14473966","part-c-criterion-04","1","true","5","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-a-criterion-03","1","true","1","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-010","22897ba4-5b51-473d-a7dc-ea9012892f99","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-a-criterion-03","1","true","1","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-011","9a053602-a9d5-4a4a-a641-afb2d8fc9f11","part-c-criterion-04","1","true","5","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-b-criterion-04","1","true","3","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-012","3ffe16de-35ff-46ed-ad96-6709fc159cd4","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-a-criterion-01","1","true","1","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-a-criterion-02","1","true","1","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-b-criterion-01","1","true","3","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-b-criterion-02","1","true","3","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-b-criterion-03","1","true","3","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-b-criterion-04","1","true","3","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-c-criterion-01","1","true","5","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-c-criterion-02","1","true","5","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-c-criterion-03","1","true","5","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-013","4b713cd8-0e04-477c-ac93-1cc73faf2315","part-c-criterion-04","1","true","5","medium","The direction of time-of-day bias for an unspecified response cannot be determined without knowing how excluded groups differ."
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-a-criterion-03","1","true","1","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-a-criterion-04","1","true","1","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-014","f3b2730e-2ea9-4ab9-ad22-01566fa117e3","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-015","0838c759-dc87-4acf-ac86-06057344b531","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-016","c41a14bc-0ecb-42a3-ac92-4837389d9ac5","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-017","3de3974f-38ba-408d-abe6-69de5d0eff8c","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-a-criterion-03","1","true","1","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-b-criterion-03","1","true","3","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-c-criterion-03","1","true","5","high",""
"apstats-frq-u12-018","a115bde8-0657-4607-aa4a-4a46ed141af3","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-a-criterion-01","1","true","1","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-a-criterion-02","1","true","1","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-b-criterion-01","1","true","3","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-b-criterion-02","1","true","3","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-c-criterion-01","1","true","5","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-c-criterion-02","1","true","5","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-c-criterion-03","1","true","5","high",""
