content_key,content_item_id,criterion_key,points_possible,span_index,status,provenance,confidence,flags
"apphy1-frq-038","10507b47-e925-46aa-a244-c72613b623c2","part-b-criterion-02","1","5","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-038","10507b47-e925-46aa-a244-c72613b623c2","part-b-criterion-03","1","6","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-038","10507b47-e925-46aa-a244-c72613b623c2","part-c-criterion-01","1","7","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-038","10507b47-e925-46aa-a244-c72613b623c2","part-c-criterion-02","1","8","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-039","68132f28-e9ca-44ef-ad80-1bc233070c7e","part-a-speed","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-039","68132f28-e9ca-44ef-ad80-1bc233070c7e","part-a-time","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-039","68132f28-e9ca-44ef-ad80-1bc233070c7e","part-b","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-040","c1b5017e-2e2e-4a9e-a697-19c12e9205fd","part-a-decel","1","2","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-040","c1b5017e-2e2e-4a9e-a697-19c12e9205fd","part-a-force","1","1","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-040","c1b5017e-2e2e-4a9e-a697-19c12e9205fd","part-b-newvalue","1","4","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-040","c1b5017e-2e2e-4a9e-a697-19c12e9205fd","part-b-prediction","1","3","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-040","c1b5017e-2e2e-4a9e-a697-19c12e9205fd","part-b-proportionality","1","5","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-041","fc1ed479-20aa-4803-a110-eee861b5397a","a-dependent","1","2","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-041","fc1ed479-20aa-4803-a110-eee861b5397a","a-independent","1","1","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-041","fc1ed479-20aa-4803-a110-eee861b5397a","b-control","1","3","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-042","02b9352a-83e8-40d3-a8c7-07b58aa28ea1","a-displacement","1","2","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-042","02b9352a-83e8-40d3-a8c7-07b58aa28ea1","a-velocity","1","1","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-042","02b9352a-83e8-40d3-a8c7-07b58aa28ea1","b-explanation","1","3","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-042","02b9352a-83e8-40d3-a8c7-07b58aa28ea1","b-turnaround-time","1","4","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-043","e16deef1-cb7a-41a9-ad27-4559eb4056b0","part-a-accel","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-043","e16deef1-cb7a-41a9-ad27-4559eb4056b0","part-a-normal","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-043","e16deef1-cb7a-41a9-ad27-4559eb4056b0","part-b","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-044","ad105418-ee59-4654-afe4-2243b0171f6c","a-original","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-044","ad105418-ee59-4654-afe4-2243b0171f6c","b-explanation","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-044","ad105418-ee59-4654-afe4-2243b0171f6c","b-new","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-045","6f76e68b-1534-4c5b-a620-178b21990107","a-control","1","3","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-045","6f76e68b-1534-4c5b-a620-178b21990107","a-dependent","1","2","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-045","6f76e68b-1534-4c5b-a620-178b21990107","a-independent","1","1","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-045","6f76e68b-1534-4c5b-a620-178b21990107","b-justification","1","4","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-046","dcc448ec-14be-40fd-a31d-6efb71d72d0d","part-a","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-046","dcc448ec-14be-40fd-a31d-6efb71d72d0d","part-b","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-047","4256c29a-928e-45e8-a1cb-a457e6aa51ff","a-power","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-047","4256c29a-928e-45e8-a1cb-a457e6aa51ff","a-work","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-047","4256c29a-928e-45e8-a1cb-a457e6aa51ff","b-explanation","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-048","7b739aba-0777-4293-a51f-4ad2b8da70b5","a-catchup","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-048","7b739aba-0777-4293-a51f-4ad2b8da70b5","b-combined","2","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-049","daf8dc45-7984-4ae5-ab97-593e2f79d678","a-control1","1","1","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-049","daf8dc45-7984-4ae5-ab97-593e2f79d678","a-control2","1","2","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-049","daf8dc45-7984-4ae5-ab97-593e2f79d678","a-dependent","1","4","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-049","daf8dc45-7984-4ae5-ab97-593e2f79d678","a-independent","1","3","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-049","daf8dc45-7984-4ae5-ab97-593e2f79d678","b-graph","1","5","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-049","daf8dc45-7984-4ae5-ab97-593e2f79d678","b-hookean","1","6","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-050","f42b6500-d7a7-4689-a87d-1de3c580cea5","a-KE","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-050","f42b6500-d7a7-4689-a87d-1de3c580cea5","a-PE","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-050","f42b6500-d7a7-4689-a87d-1de3c580cea5","a-Wnc","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-050","f42b6500-d7a7-4689-a87d-1de3c580cea5","b-explanation","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-052","a62fadd8-e17c-4b5e-a7eb-02a1b9ece1b4","a-accel","1","4","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-052","a62fadd8-e17c-4b5e-a7eb-02a1b9ece1b4","a-fbd","1","1","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-052","a62fadd8-e17c-4b5e-a7eb-02a1b9ece1b4","a-modeling","1","3","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-052","a62fadd8-e17c-4b5e-a7eb-02a1b9ece1b4","a-newton","1","2","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-052","a62fadd8-e17c-4b5e-a7eb-02a1b9ece1b4","a-tension","1","5","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-052","a62fadd8-e17c-4b5e-a7eb-02a1b9ece1b4","b-explanation","1","7","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-052","a62fadd8-e17c-4b5e-a7eb-02a1b9ece1b4","b-limit","1","8","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-052","a62fadd8-e17c-4b5e-a7eb-02a1b9ece1b4","b-new","1","6","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-053","82a7f071-ca1e-4260-a61b-62411cd4d79d","a-control","1","1","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-053","82a7f071-ca1e-4260-a61b-62411cd4d79d","a-dependent","1","3","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-053","82a7f071-ca1e-4260-a61b-62411cd4d79d","a-independent","1","2","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-053","82a7f071-ca1e-4260-a61b-62411cd4d79d","b-derivation","1","4","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-053","82a7f071-ca1e-4260-a61b-62411cd4d79d","b-massexplanation","1","5","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-054","73ed86fc-fcd5-4834-a409-9c15eaa2cce3","a-height","1","1","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-054","73ed86fc-fcd5-4834-a409-9c15eaa2cce3","a-range","1","4","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-054","73ed86fc-fcd5-4834-a409-9c15eaa2cce3","a-symbolic-range","1","3","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-054","73ed86fc-fcd5-4834-a409-9c15eaa2cce3","a-time","1","2","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-054","73ed86fc-fcd5-4834-a409-9c15eaa2cce3","b-50deg-range","1","5","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-054","73ed86fc-fcd5-4834-a409-9c15eaa2cce3","b-symmetry-explanation","1","6","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-055","6e5b7671-b5b0-4e4f-a221-d771e3be97b6","a-radius","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-055","6e5b7671-b5b0-4e4f-a221-d771e3be97b6","a-tension","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-055","6e5b7671-b5b0-4e4f-a221-d771e3be97b6","b-period","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-055","6e5b7671-b5b0-4e4f-a221-d771e3be97b6","b-speed","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-056","5f786d3e-b282-4b93-a2d2-b3218d39bdc4","a-height","1","3","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-056","5f786d3e-b282-4b93-a2d2-b3218d39bdc4","a-setup","1","2","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-056","5f786d3e-b282-4b93-a2d2-b3218d39bdc4","a-speed","1","1","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-056","5f786d3e-b282-4b93-a2d2-b3218d39bdc4","b-explanation","1","6","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-056","5f786d3e-b282-4b93-a2d2-b3218d39bdc4","b-newvalue","1","5","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-056","5f786d3e-b282-4b93-a2d2-b3218d39bdc4","b-prediction","1","4","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-057","c5e5ce69-5365-4551-a9eb-4832cf4066f9","a-control1","1","3","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-057","c5e5ce69-5365-4551-a9eb-4832cf4066f9","a-control2","1","4","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-057","c5e5ce69-5365-4551-a9eb-4832cf4066f9","a-dependent","1","2","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-057","c5e5ce69-5365-4551-a9eb-4832cf4066f9","a-independent","1","1","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-057","c5e5ce69-5365-4551-a9eb-4832cf4066f9","b-airresistance","1","6","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-057","c5e5ce69-5365-4551-a9eb-4832cf4066f9","b-confirmation","1","5","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-057","c5e5ce69-5365-4551-a9eb-4832cf4066f9","c-calculation","1","7","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-057","c5e5ce69-5365-4551-a9eb-4832cf4066f9","c-mechanism","1","8","covered","authored","high","g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-058","7b12123c-0fc2-4310-afd0-cae0ac31aceb","a-accel","1","3","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-058","7b12123c-0fc2-4310-afd0-cae0ac31aceb","a-fbd","1","1","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-058","7b12123c-0fc2-4310-afd0-cae0ac31aceb","a-setup","1","2","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-058","7b12123c-0fc2-4310-afd0-cae0ac31aceb","a-tension","1","4","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-058","7b12123c-0fc2-4310-afd0-cae0ac31aceb","b-directionmeaning","1","5","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-058","7b12123c-0fc2-4310-afd0-cae0ac31aceb","b-reduced","1","7","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-058","7b12123c-0fc2-4310-afd0-cae0ac31aceb","b-threshold","1","6","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut|g1_full_text_reauthored"
"apphy1-frq-np1-001","011eb94a-18c3-4111-8d3e-58e13c8793d3","part-a-criterion-01","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-001","011eb94a-18c3-4111-8d3e-58e13c8793d3","part-b-criterion-01","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-001","011eb94a-18c3-4111-8d3e-58e13c8793d3","part-c-criterion-01","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-001","011eb94a-18c3-4111-8d3e-58e13c8793d3","part-d-criterion-01","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-002","383ad75c-6ebb-4383-9a1e-6d8756f548ff","part-a-criterion-01","1","1","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut"
"apphy1-frq-np1-002","383ad75c-6ebb-4383-9a1e-6d8756f548ff","part-b-criterion-01","1","2","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut"
"apphy1-frq-np1-002","383ad75c-6ebb-4383-9a1e-6d8756f548ff","part-c-criterion-01","1","3","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut"
"apphy1-frq-np1-002","383ad75c-6ebb-4383-9a1e-6d8756f548ff","part-d-criterion-01","1","5","covered","authored","medium","textual_graph_or_diagram_representation|g1_span_exclusivity_recut"
"apphy1-frq-np1-003","fb4aa77d-09d0-4a4b-824f-108b5e762a78","part-a-criterion-01","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-003","fb4aa77d-09d0-4a4b-824f-108b5e762a78","part-b-criterion-01","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-003","fb4aa77d-09d0-4a4b-824f-108b5e762a78","part-c-criterion-01","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-003","fb4aa77d-09d0-4a4b-824f-108b5e762a78","part-d-criterion-01","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-004","58aac6ec-e5bd-4577-93ec-c9718bd8b4a8","part-a-criterion-01","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-004","58aac6ec-e5bd-4577-93ec-c9718bd8b4a8","part-b-criterion-01","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-004","58aac6ec-e5bd-4577-93ec-c9718bd8b4a8","part-c-criterion-01","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-004","58aac6ec-e5bd-4577-93ec-c9718bd8b4a8","part-d-criterion-01","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-005","b06e5a7b-4e4e-4dec-9fb8-efd6488b8c6e","part-a-criterion-01","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-005","b06e5a7b-4e4e-4dec-9fb8-efd6488b8c6e","part-b-criterion-01","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-005","b06e5a7b-4e4e-4dec-9fb8-efd6488b8c6e","part-c-criterion-01","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-005","b06e5a7b-4e4e-4dec-9fb8-efd6488b8c6e","part-d-criterion-01","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-006","1f266070-c443-455c-96ac-9d9f9b709aec","part-a-criterion-01","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-006","1f266070-c443-455c-96ac-9d9f9b709aec","part-b-criterion-01","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-006","1f266070-c443-455c-96ac-9d9f9b709aec","part-c-criterion-01","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-006","1f266070-c443-455c-96ac-9d9f9b709aec","part-d-criterion-01","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-007","6b0976cd-524e-4f31-a767-0367f19d50be","part-a-criterion-01","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-007","6b0976cd-524e-4f31-a767-0367f19d50be","part-b-criterion-01","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-007","6b0976cd-524e-4f31-a767-0367f19d50be","part-c-criterion-01","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-007","6b0976cd-524e-4f31-a767-0367f19d50be","part-d-criterion-01","1","5","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-008","184bc8b2-94c8-4965-ab70-4bc260706fe1","part-a-criterion-01","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-008","184bc8b2-94c8-4965-ab70-4bc260706fe1","part-b-criterion-01","1","2","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-008","184bc8b2-94c8-4965-ab70-4bc260706fe1","part-c-criterion-01","1","3","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-008","184bc8b2-94c8-4965-ab70-4bc260706fe1","part-d-criterion-01","1","4","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-008","184bc8b2-94c8-4965-ab70-4bc260706fe1","part-e-criterion-01","1","5","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-009","371b6607-fc72-48fb-b349-4fb01db89ec2","part-a-criterion-01","1","1","covered","authored","high","g1_span_exclusivity_recut"
"apphy1-frq-np1-009","371b6607-fc72-48fb-b349-4fb01db89ec2","part-b-criterion-01","1","2","covered","authored","high","g1_span_exclusivity_recut"
