content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apphycem-frq-033,ap-physics-c-em,frq,13,13.3,Induced Currents and Magnetic Forces,derived,high,"The complete item most directly assesses Induced Currents and Magnetic Forces: Answer all parts of the following question. (a) Determine induced emf, current, and current direction. (b) Determine magnetic force on the rod and exter…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:13.3
apphycem-frq-034,ap-physics-c-em,frq,13,13.5,Circuits with Resistors and Inductors (LR Circuits),derived,high,The complete item most directly assesses Circuits with Resistors and Inductors (LR Circuits): Answer all parts of the following question. (a) Derive current versus time and interpret the inductor voltage immediately after switching. (b) Determine…,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:13.5
apphycem-frq-035,ap-physics-c-em,frq,8,8.6,Gauss's Law,derived,high,The complete item most directly assesses Gauss's Law: Nonuniform charged insulating sphere: Answer all mandatory subparts. Show reasoning and calculations clearly. Use standard AP Physics notation and justi…,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,unit-hint:frq:8.6
apphycem-frq-036,ap-physics-c-em,frq,11,11.8,Resistor Capacitor (RC) Circuits,derived,high,The complete item most directly assesses Resistor Capacitor (RC) Circuits: Discharging capacitor representations: Answer all mandatory subparts. Show reasoning and calculations clearly. Use standard AP Physics notation and just…,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,unit-hint:frq:11.8
apphycem-frq-037,ap-physics-c-em,frq,12,12.4,Ampère's Law,derived,high,The complete item most directly assesses Ampère's Law: Mapping the field inside a solenoid: Answer all mandatory subparts. Show reasoning and calculations clearly. Use standard AP Physics notation and justif…,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,unit-hint:frq:12.4
apphycem-frq-038,ap-physics-c-em,frq,13,13.3,Induced Currents and Magnetic Forces,derived,high,The complete item most directly assesses Induced Currents and Magnetic Forces: Magnetic braking of a sliding rod: Answer all mandatory subparts. Show reasoning and calculations clearly. Use standard AP Physics notation and justify …,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,unit-hint:frq:13.3
apphycem-frq-040,ap-physics-c-em,frq,8,8.3,Electric Fields,derived,high,"The complete item most directly assesses Electric Fields: Answer all parts of the following question. (a) Calculate the net electric field at the midpoint between the two charges. (b) Explain, using superpositi…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:8.3
apphycem-frq-042,ap-physics-c-em,frq,8,8.4,Electric Fields of Charge Distributions,derived,high,"The complete item most directly assesses Electric Fields of Charge Distributions: Answer all parts of the following question. (a) Using integration, derive an expression for the electric field magnitude at point P in terms of lambda, …",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:8.4
apphycem-frq-048,ap-physics-c-em,frq,8,8.5,Electric Flux,derived,high,"The complete item most directly assesses Electric Flux: Answer all parts of the following question. (a) Calculate the total electric flux through the Gaussian sphere before the second charge is added, and sta…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:8.5
apphycem-frq-049,ap-physics-c-em,frq,8,8.6,Gauss's Law,derived,high,"The complete item most directly assesses Gauss's Law: Answer all parts of the following question. (a) Using Gauss's law, derive an expression for the electric field magnitude E(r) for r < R, showing the int…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:8.6
apphycem-frq-050,ap-physics-c-em,frq,8,8.4,Electric Fields of Charge Distributions,derived,high,"The complete item most directly assesses Electric Fields of Charge Distributions: Answer all parts of the following question. (a) Using the integral definition of the field from the ring, derive the on-axis field expression E(z) = kQz…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:8.4
apphycem-frq-051,ap-physics-c-em,frq,9,9.2,Electric Potential,derived,high,"The complete item most directly assesses Electric Potential: Answer all parts of the following question. (a) Using integration, derive an expression for the electric potential at point P, and evaluate it numerical…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:9.2
apphycem-frq-053,ap-physics-c-em,frq,10,10.3,Capacitors,derived,high,"The complete item most directly assesses Capacitors: Answer all parts of the following question. (a) Using U = integral of (q/C) dq, derive the energy stored on the capacitor once fully charged, and evalua…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:10.3
apphycem-frq-056,ap-physics-c-em,frq,8,8.6,Gauss's Law,derived,high,"The complete item most directly assesses Gauss's Law: Answer all parts of the following question. (a) Using Gauss's law, derive an expression for the electric field magnitude E(r) for r < R, showing the enc…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,legacy:frq:8.6
apphycem-frq-np1-001,ap-physics-c-em,frq,8,8.6,Gauss's Law,derived,high,"The complete item most directly assesses Gauss's Law: Answer both parts of the following question. (a) Using Gauss's law, derive an expression for the magnitude of the electric field E(r) at a distance r < …",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:8.6
apphycem-frq-np1-002,ap-physics-c-em,frq,8,8.6,Gauss's Law,derived,high,"The complete item most directly assesses Gauss's Law: Answer both parts of the following question. (a) Using Gauss's law, derive an expression for the magnitude of the electric field E(r) in the region a < …",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:8.6
apphycem-frq-np1-003,ap-physics-c-em,frq,8,8.4,Electric Fields of Charge Distributions,derived,high,"The complete item most directly assesses Electric Fields of Charge Distributions: Answer both parts of the following question. (a) Using integration, derive an expression for the magnitude of the electric field E(x) at a point on the …",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:8.4
apphycem-frq-np1-004,ap-physics-c-em,frq,9,9.2,Electric Potential,derived,high,"The complete item most directly assesses Electric Potential: A calculator is permitted; round decimal answers to three places. (a) Using integration, derive an expression for the electric potential V(x) at a point…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:9.2
apphycem-frq-np1-005,ap-physics-c-em,frq,10,10.1,Electrostatics with Conductors,derived,medium,The complete item most directly assesses Electrostatics with Conductors: Answer all parts of the following question. (a) What is the electric field inside the sphere once electrostatic equilibrium is reached? (b) Describe qua…,,,false,10.2,false,true,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:10.1
apphycem-frq-np1-006,ap-physics-c-em,frq,9,9.1,Electric Potential Energy,derived,medium,The complete item most directly assesses Electric Potential Energy: A calculator is permitted; round decimal answers to three places. (a) Find the total electric potential energy of the three-charge system. (b) Find the …,,,false,9.2,false,true,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:9.1
apphycem-frq-np1-007,ap-physics-c-em,frq,8,8.5,Electric Flux,derived,high,The complete item most directly assesses Electric Flux: Answer all parts of the following question. (a) Find the total electric flux through the entire surface of the cube. (b) Find the electric flux through …,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:8.5
apphycem-frq-np1-009,ap-physics-c-em,frq,10,10.4,Dielectrics,derived,medium,"The complete item most directly assesses Dielectrics: Answer all parts of the following question. (a) Using Gauss's law and the effect of the dielectric, derive an expression for the electric field magnitud…",,,false,8.6,false,true,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:10.4
apphycem-frq-np1-010,ap-physics-c-em,frq,10,10.4,Dielectrics,derived,high,"The complete item most directly assesses Dielectrics: Answer all parts of the following question. (a) Find the capacitance C0 of the capacitor before the dielectric is inserted, in terms of A and d. (b) Aft…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+rubric,np1:frq:10.4
apphycem-mcq-001,ap-physics-c-em,mcq,8,8.5,Electric Flux,derived,high,The complete item most directly assesses Electric Flux: Gauss's law states the electric flux through a closed surface is A. Q_enclosed/ε₀ B. ε₀Q_enclosed C. Q_total outside/ε₀ D. always zero,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.5
apphycem-mcq-002,ap-physics-c-em,mcq,8,8.6,Gauss's Law,derived,high,"The complete item most directly assesses Gauss's Law: For a spherically symmetric volume charge density, the charge enclosed within radius R is…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.6
apphycem-mcq-003,ap-physics-c-em,mcq,8,8.5,Electric Flux,derived,high,The complete item most directly assesses Electric Flux: A closed Gaussian surface encloses only a charge-free region of space. The net electric flux through this surface is,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.5
apphycem-mcq-005,ap-physics-c-em,mcq,9,9.2,Electric Potential,derived,high,"The complete item most directly assesses Electric Potential: For electrostatics, E is related to V by A. E=∇V B. E=-∇V C. E=∇×V D. E=∫Vdt",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:9.2
apphycem-mcq-006,ap-physics-c-em,mcq,9,9.2,Electric Potential,derived,high,The complete item most directly assesses Electric Potential: A stationary point of V has A. ∇V=0 B. V=0 necessarily C. infinite charge necessarily D. nonzero curl E,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:9.2
apphycem-mcq-007,ap-physics-c-em,mcq,10,10.3,Capacitors,derived,high,The complete item most directly assesses Capacitors: Capacitance of parallel plates neglecting edges is A. εA/d B. εd/A C. Ad/ε D. d/(εA),,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:10.3
apphycem-mcq-008,ap-physics-c-em,mcq,10,10.3,Capacitors,derived,high,The complete item most directly assesses Capacitors: Energy stored in a capacitor is A. CV² B. CV²/2 C. C/V² D. 2C/V,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:10.3
apphycem-mcq-009,ap-physics-c-em,mcq,10,10.1,Electrostatics with Conductors,derived,high,"The complete item most directly assesses Electrostatics with Conductors: In electrostatic equilibrium, within the conducting material of a conductor, E is A. maximum B. zero C. nonzero but uniform throughout D. time varying",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:10.1
apphycem-mcq-010,ap-physics-c-em,mcq,11,11.8,Resistor Capacitor (RC) Circuits,derived,high,"The complete item most directly assesses Resistor Capacitor (RC) Circuits: For capacitor discharge through R, charge follows A. Q₀e^{-t/RC} B. Q₀e^{t/RC} C. Q₀t/RC D. Q₀cos(t/RC)",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:11.8
apphycem-mcq-011,ap-physics-c-em,mcq,11,11.8,Resistor Capacitor (RC) Circuits,derived,high,"The complete item most directly assesses Resistor Capacitor (RC) Circuits: A 2.0 uF capacitor, initially charged to 12 V, discharges through a 500 kOhm resistor. Approximately how long does it take for the charge to fall to 37%…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:11.8
apphycem-mcq-012,ap-physics-c-em,mcq,11,11.7,Kirchhoff's Junction Rule,derived,high,The complete item most directly assesses Kirchhoff's Junction Rule: Kirchhoff's junction rule follows from conservation of A. energy B. charge C. angular momentum D. mass only,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:11.7
apphycem-mcq-013,ap-physics-c-em,mcq,12,12.3,Magnetic Fields of Current-Carrying Wires and the Biot-Savart Law,derived,high,"The complete item most directly assesses Magnetic Fields of Current-Carrying Wires and the Biot-Savart Law: In the Biot-Savart law, the direction of the differential magnetic field contribution dB from a current element is set by A. dl×r-hat B. r-hat×dl C. dl·…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:12.3
apphycem-mcq-014,ap-physics-c-em,mcq,12,12.4,Ampère's Law,derived,high,The complete item most directly assesses Ampère's Law: Ampère's law in magnetostatics is useful when symmetry makes A. B has constant magnitude and is tangent to the selected Amperian loop B. E zero everywhe…,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:12.4
apphycem-mcq-015,ap-physics-c-em,mcq,12,12.2,Magnetism and Moving Charges,derived,high,The complete item most directly assesses Magnetism and Moving Charges: The differential magnetic force on a current element is A. I dl×B B. I dl·B C. IB/dl D. qE,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:12.2
apphycem-mcq-016,ap-physics-c-em,mcq,13,13.2,Electromagnetic Induction,derived,high,"The complete item most directly assesses Electromagnetic Induction: Faraday's law in integral form states that the emf around a closed loop, the line integral of E around the loop, is equal to-- A. dΦ_B/dt B. -dΦ_B/dt C.…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:13.2
apphycem-mcq-017,ap-physics-c-em,mcq,13,13.5,Circuits with Resistors and Inductors (LR Circuits),derived,high,"The complete item most directly assesses Circuits with Resistors and Inductors (LR Circuits): For an LR circuit connected to a DC source, current approaches steady state with time constant A. L/R B. R/L C. LR D. 1/LR",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:13.5
apphycem-mcq-018,ap-physics-c-em,mcq,13,13.6,Circuits with Capacitors and Inductors (LC Circuits),derived,high,The complete item most directly assesses Circuits with Capacitors and Inductors (LC Circuits): An ideal LC circuit has angular frequency ω equal to:,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:13.6
apphycem-mcq-019,ap-physics-c-em,mcq,8,8.6,Gauss's Law,derived,medium,"The complete item most directly assesses Gauss's Law: For a point charge, ∇·E is zero everywhere except at the charge's location, where the ordinary field expression is singular and its divergence must be u…",,,false,8.5,false,true,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.6
apphycem-mcq-020,ap-physics-c-em,mcq,13,13.2,Electromagnetic Induction,derived,high,The complete item most directly assesses Electromagnetic Induction: Induced electric fields from changing magnetic flux are A. conservative with zero circulation B. nonconservative with nonzero circulation C. always radi…,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:13.2
apphycem-mcq-021,ap-physics-c-em,mcq,8,8.1,Electric Charge and Electric Force,recovered_author_code,high,The author code is retained after checking the complete item Electric Charge and Electric Force: Two point charges remain fixed while their separation triples. The force magnitude becomes A. three times B. one-third C. one-ninth D. one-twenty-seventh,8.1,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.1
apphycem-mcq-022,ap-physics-c-em,mcq,8,8.3,Electric Fields,recovered_author_code,high,The author code is retained after checking the complete item Electric Fields: The electric field due to an isolated negative point charge points A. radially outward B. radially inward C. tangent to circles D. its direction depends…,8.3,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.3
apphycem-mcq-023,ap-physics-c-em,mcq,8,8.4,Electric Fields of Charge Distributions,recovered_author_code,high,"The author code is retained after checking the complete item Electric Fields of Charge Distributions: For a line charge λ(s), the differential charge element is A. λ ds B. λ dA C. λ dV D. (dλ/ds)ds",8.4,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.4
apphycem-mcq-024,ap-physics-c-em,mcq,8,8.5,Electric Flux,recovered_author_code,high,The author code is retained after checking the complete item Electric Flux: Uniform E crosses flat area A whose normal makes angle θ with E. Electric flux is A. EA sinθ B. EA cosθ C. EA/ cosθ D. EA,8.5,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.5
apphycem-mcq-025,ap-physics-c-em,mcq,8,8.6,Gauss's Law,recovered_author_code,high,The author code is retained after checking the complete item Gauss's Law: Charges outside a closed Gaussian surface contribute to A. net enclosed charge B. local field but zero net flux contribution C. neither field nor flux a…,8.6,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:8.6
apphycem-mcq-026,ap-physics-c-em,mcq,9,9.1,Electric Potential Energy,recovered_author_code,high,The author code is retained after checking the complete item Electric Potential Energy: Two positive point charges are brought closer together. Their electric potential energy A. decreases B. increases C. stays zero D. becomes negative,9.1,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:9.1
apphycem-mcq-027,ap-physics-c-em,mcq,9,9.2,Electric Potential,recovered_author_code,high,"The author code is retained after checking the complete item Electric Potential: With V(∞)=0, point-charge potential is A. kq/r B. kq/r² C. kq/(2r) D. -kq/r",9.2,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:9.2
apphycem-mcq-028,ap-physics-c-em,mcq,9,9.3,Conservation of Electric Energy,recovered_author_code,high,The author code is retained after checking the complete item Conservation of Electric Energy: A positive charge is released from rest and acted on only by a static electric field. It tends toward A. higher potential and higher U B. lower potentia…,9.3,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:9.3
