batch_id,subject_key,item_type,content_key,content_item_version_id,production_status,frq_form,review_stage,tutor_a_status,tutor_b_status,aggregate_status,selection_reason,stem_preview
STATS-RV-B2,ap-statistics,mcq,APSTATS-MCQ-087,84fc4ee3-2efc-4ba9-bc54-651ba79a0508,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Why is a line of best fit reasonable?
STATS-RV-B2,ap-statistics,mcq,APSTATS-MCQ-090,5e097357-4b8b-4c36-aaf6-afd256af7f79,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,What is that point called?
STATS-RV-B2,ap-statistics,mcq,APSTATS-MCQ-094,19974a3c-d85a-4c57-b70c-77dfe4e186b1,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,What is the strongest correct conclusion?
STATS-RV-B2,ap-statistics,mcq,APSTATS-MCQ-097,53cc851c-99fb-40d1-a284-0279a06e6bb7,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which statement best combines design and inference?
STATS-RV-B2,ap-statistics,frq,STATS-MOD1-M003,c130b182-17e0-40e2-970e-8aa8997448f8,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A researcher wants to study the relationship between exercise and heart health. Explain why this would be better studied with an observational study than an experiment.
STATS-RV-B2,ap-statistics,frq,APSTATS-SFRQ-010,ae36cd7b-0757-49ab-a910-45ea56ff7595,published,short,tutor_question,unassigned,not_required,pending,published_live_surface,Answer all parts of the following question.
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD5-M001,acf20fc2-bc25-42e9-9068-fea69c26c89c,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Calculate the mean and standard deviation of this sample: 10, 15, 20, 25, 30."
STATS-RV-B2,ap-statistics,frq,APSTATS-HDG-2026-GRAPH-014,dc2a3c81-acd2-4de2-9dfd-d1e5b03eb45d,published,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
STATS-RV-B2,ap-statistics,frq,STATS-MOD3-H006,cdcd1b0e-f691-4e4e-9fa8-ac68d393cfa0,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"A bimodal distribution has two peaks. What does this tell you about the data, and how might it affect summary statistics like the mean?"
STATS-RV-B2,ap-statistics,frq,APSTATS-SFRQ-014,cd891513-83fd-45f6-b744-b6b333a79a63,published,short,tutor_question,unassigned,not_required,pending,published_live_surface,Answer all parts of the following question.
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD6-H001,bf471ada-e35b-4d63-b27d-d9aba40722ca,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,"A researcher compares two teaching methods using a randomized controlled experiment with 60 students (30 per method). After the course, the control group's test scores have mean 72 and standard deviation 8, while the treatment group has mea"
STATS-RV-B2,ap-statistics,frq,APSTATS-HDG-2026-GRAPH-018,85aa5add-d990-4f1f-a76f-ee4cd87666a9,published,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
STATS-RV-B2,ap-statistics,frq,STATS-MOD3-H010,7a7d5952-62ed-4c65-aa8e-1bb00d69a270,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"If you transform a dataset by multiplying all values by 2, how does this affect the mean, median, and standard deviation?"
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD6-H005,87d4fe1e-3640-4723-be40-67d686f940a3,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A study uses a biased estimator that is less variable than an unbiased estimator. Under what circumstances might you prefer the biased estimator?
STATS-RV-B2,ap-statistics,frq,APSTATS-HDG-2026-GRAPH-023,20927eff-9904-40cd-b79b-02c049d828ed,published,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
STATS-RV-B2,ap-statistics,frq,STATS-MOD4-H011,3f9f87d5-9f3c-4836-9ab1-23e36fe6167d,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A researcher wants to study student performance across three schools. Should stratified or cluster sampling be used? Justify.
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD6-H009,55135451-0221-4877-83d8-56ef7dc04dda,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"A distribution is skewed right with mean 100 and median 90. If you want to estimate the center, would you use the mean or median? Justify."
STATS-RV-B2,ap-statistics,frq,APSTATS-HDG-2026-GRAPH-027,47c72ae4-287a-4d31-b9d7-9ebbdd42572e,published,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
STATS-RV-B2,ap-statistics,frq,STATS-MOD4-H015,0ceeee4c-b09e-4d76-828d-d2ffc6d0b725,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Distinguish between selection bias, response bias, and measurement bias. Give an example of each."
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD6-M004,4dee994f-9ed9-4353-9389-aeeba16ecc76,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Repeated random samples of size n = 50 are drawn from a strongly right-skewed population with mean μ and standard deviation σ. Use the Central Limit Theorem to describe the approximate shape, center, and standard deviation of the sampling d"
STATS-RV-B2,ap-statistics,frq,APSTATS-HDG-2026-GRAPH-032,98e1db6e-ebee-48e2-8ef9-dfd00c10cc5e,published,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
STATS-RV-B2,ap-statistics,frq,STATS-MOD9-H017,453e7646-ddb2-4d40-a2f3-418b30fe0763,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"What is a Type II error, and how does it relate to statistical power?"
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD7-H002-INV,9817ead7-52af-493f-b7ef-dc30c3c4d904,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,"A survey of 500 high school students asks about their math anxiety level (low, medium, high) and whether they plan to pursue STEM majors (yes/no). A contingency table shows that 80% of low-anxiety students pursue STEM, compared to 40% of hi"
STATS-RV-B2,ap-statistics,frq,APSTATS-HDG-2026-GRAPH-036,274d2e39-e4ca-435e-9d31-04d8b3fd0bdc,published,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
STATS-RV-B2,ap-statistics,frq,STATS-MOD9-VH001,730795da-b4d2-4ef1-a2b6-183bd52da415,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Explain when and why you would use a nonparametric test instead of a parametric test. Give an example.
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD7-H007,94aeeeaf-ae99-4417-859a-c9d77928cd6e,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A random sample has mean 45 and standard deviation 8. What sample size would be needed to have a standard error of 1?
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD7-M002,c54dbc20-be12-49ec-9a27-abc8bc89bf08,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"If P(A) = 0.3 and P(B) = 0.4, and A and B are independent, find P(A and B)."
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD8-H001,3a28acdf-56b7-47a1-9f68-df33ff08e480,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,A study collects data on hours studied (x) and test score (y) for 25 students. Calculate the correlation coefficient and regression equation. Interpret both the slope and intercept.
STATS-RV-B2,ap-statistics,frq,APSTAT-MOD8-M002,7f48777e-6399-4bea-bf44-9757e4eda26c,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A linear regression model has R² = 0.64. Interpret this value in context.
BIO-RV-B1,biology,mcq,APBIO-MCQ-001,648de313-d7af-4d38-8dc7-a95720549f20,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which property of water is most directly responsible for the needle remaining on the surface before soap was added?
BIO-RV-B1,biology,mcq,APBIO-MCQ-003,98acb099-5d5f-44ed-9cb9-873d770fab60,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which best explains why pepsin activity was lost under both conditions (2) and (3)?
BIO-RV-B1,biology,mcq,APBIO-MCQ-006,41a0ab8d-4467-4aa9-8082-5877ee02e4f1,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Based on the data, which conclusion about the two inhibitors is most strongly supported?"
BIO-RV-B1,biology,mcq,APBIO-MCQ-009,3eed4d37-d6d9-4ee3-bb1b-2e090b6b9b86,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which evaluation of the student's prediction is best supported by the data?
BIO-RV-B1,biology,mcq,APBIO-MCQ-012,ee0171bf-7f01-4b8b-8532-b5e899ba382e,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Which best explains why identical glucose monomers produce polysaccharides with dramatically different structures, functions, and enzyme specificities?"
BIO-RV-B1,biology,mcq,APBIO-MCQ-015,3ba6ba0e-60d1-4e16-b7b0-5799697b4f3b,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Based on the fluid mosaic model, what is the most likely role of cholesterol in maintaining red blood cell membrane function at 10°C?"
BIO-RV-B1,biology,mcq,APBIO-MCQ-018,26da9cce-ba5c-4831-a094-4d669da08767,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which prediction about individuals with familial hypercholesterolemia is best supported by the described mechanism?
BIO-RV-B1,biology,mcq,APBIO-MCQ-021,c46aa182-e0ee-4fd8-aef3-db793fa72e6c,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which outcome for the mutant secretory enzyme is most likely?
BIO-RV-B1,biology,mcq,APBIO-MCQ-023,5f005242-3352-4af1-ace8-3f2030b00428,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which characterization of this protein is best supported by all three experimental results?
BIO-RV-B1,biology,mcq,APBIO-MCQ-026,836af0c8-7d00-4fb9-9999-9369331e8014,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which correctly classifies the three types of chemical signaling described?
BIO-RV-B1,biology,frq,APBIO-FRQ-S-001,3bc7f41d-9157-4b70-b7de-6a7f6ae6d0e6,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A researcher studying cell volume regulation places human red blood cells in solutions of different solute concentrations and observes changes in cell size.
BIO-RV-B1,biology,frq,APBIO-FRQ-L-001,1c07aae6-acd0-416b-b5f1-ef410b5da1b6,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,"Answer all parts of the following question. (a) The light compensation point is the light intensity at which the net rate of gas exchange between a leaf and its environment equals zero. (i) Using the data in the table, identify the light co"
BIO-RV-B1,biology,frq,APBIO-HDG-2026-GRAPH-001,9fc27866-ba6e-481f-9fcd-325389da2ccb,draft,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
BIO-RV-B1,biology,frq,APBIO-FRQ-S-005,8abb500d-b447-4bd9-8721-7aaea3d3e118,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A signaling molecule binds to a G protein-coupled receptor on the cell surface and triggers a phosphorylation cascade inside the cell.
BIO-RV-B1,biology,frq,APBIO-FRQ-L-005,722b403b-bdbc-4a3c-accd-cd5ee4052bcb,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,"Answer all parts of the following question. (a) The experimental results show different levels of lacZ expression under four conditions (see table in stimulus). For each condition, predict the level of lac operon transcription (high, low, o"
BIO-RV-B1,biology,frq,APBIO-HDG-2026-GRAPH-005,97872d74-e1c4-448a-b976-66701e01401e,draft,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
BIO-RV-B1,biology,frq,APBIO-FRQ-S-009,de59d53c-1f80-4b1a-9694-10d9e50dcad0,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"In eukaryotic cells, the primary RNA transcript undergoes several modifications in the nucleus before export to the cytoplasm for translation."
BIO-RV-B1,biology,frq,APBIO-FRQ-L-009,f6060ba1-ebc1-408a-8d89-6f2972da43ff,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,"Answer all parts of the following question. (a) Using the food web diagram and biomass data provided: (i) Calculate the ecological efficiency of energy transfer from producers to primary consumers, and from primary consumers to secondary co"
BIO-RV-B1,biology,frq,APBIO-HDG-2026-GRAPH-009,510acbb8-f5ac-4706-a4ec-5853621293a4,draft,short,tutor_question,unassigned,not_required,pending,hdg_spatial_modality,Answer the following question. Submit one photograph showing your constructed graph and your written response together.
BIO-RV-B1,biology,frq,APBIO-FRQ-S-014,1dae7790-b798-4aaa-aa29-5ca755c66719,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Most ATP produced during aerobic respiration is generated at the inner mitochondrial membrane through the electron transport chain and ATP synthase.
BIO-RV-B2,biology,mcq,APBIO-MCQ-029,4296ef80-3689-477e-9c96-0511b2096e4d,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Why does a single epinephrine molecule produce a cellular response orders of magnitude larger than directly introducing a single PKA molecule into the same cell?
BIO-RV-B2,biology,mcq,APBIO-MCQ-032,b99cefa5-2e80-4743-a9b9-631533d224a9,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,What does the db-cAMP rescue experiment most directly demonstrate about the role of Gs in this pathway?
BIO-RV-B2,biology,mcq,APBIO-MCQ-035,f1565527-f977-4161-b420-468bdfc51f2c,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which combination of interventions would most likely restore normal insulin secretion in β-cells where somatostatin signaling is chronically elevated?
BIO-RV-B2,biology,mcq,APBIO-MCQ-038,8fde6e51-5fcd-4cf8-a989-2f56dd25f2c8,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which set of cell cycle arrest points is most consistent with checkpoint regulation for each treatment?
BIO-RV-B2,biology,mcq,APBIO-MCQ-041,9935ee06-b328-4cb9-84cc-246389f7a22b,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which accurately characterizes both genetic changes and correctly identifies each gene category?
BIO-RV-B2,biology,mcq,APBIO-MCQ-043,c8856f77-2206-4f30-a012-e14e3dc0410a,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which comparison of the two division types is most accurate based on the observations?
BIO-RV-B2,biology,mcq,APBIO-MCQ-046,25795f1d-9754-4987-acc5-e0be27dec91d,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which best explains why this patient's thyroid hormone levels remain elevated despite already-high circulating T3?
BIO-RV-B2,biology,mcq,APBIO-MCQ-049,40c0d313-5993-4b23-9c7b-8ee7a8ea4c5a,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"A mutation renders MEK constitutively active, independent of upstream RAS signaling. Which cellular consequence is most directly predicted?"
BIO-RV-B2,biology,mcq,APBIO-MCQ-052,8e8b2818-6a81-4a84-aebd-97596446037d,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"If seed color and seed shape assort independently, what fraction of offspring from this cross is predicted to have wrinkled yellow seeds?"
BIO-RV-B2,biology,mcq,APBIO-MCQ-055,f1a362bf-9847-4f87-98ed-08af07f8dd82,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which statement about the inheritance of color blindness in this family is best supported by the pedigree?
BIO-RV-B2,biology,mcq,APBIO-MCQ-058,17ca7505-86ed-47e9-aa2f-1a8809671e07,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,What is the probability that a child of this couple will have blood type O?
BIO-RV-B2,biology,mcq,APBIO-MCQ-061,87ab7c3a-8afb-4085-a33d-ae49be5900f4,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which correctly describes the directionality and template strand usage in transcription and translation?
BIO-RV-B2,biology,mcq,APBIO-MCQ-063,7d4e9e73-54a6-4fa5-a58a-4c3b82bdbbb3,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which best explains why treating cells with a drug that blocks 5' capping would disrupt gene expression even though capping occurs after transcription begins?
BIO-RV-B2,biology,mcq,APBIO-MCQ-066,ecdc8939-e807-4385-9418-2b690a5fff31,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A mutation inactivates the trp repressor protein so that it can no longer bind tryptophan. What is the predicted effect on trp operon transcription in cells grown with excess tryptophan?
BIO-RV-B2,biology,mcq,APBIO-MCQ-069,18c27a26-574c-4731-b217-4e7dfd3ded4a,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,How does alternative splicing of the DSCAM gene in Drosophila illustrate the relationship between genome size and proteome complexity?
BIO-RV-B2,biology,mcq,APBIO-MCQ-072,b683c4eb-fc84-4908-b3bd-30b4592ecf9c,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"A female calico cat is heterozygous for coat color (X^O X^o, where O = orange and o = black). Which correctly explains her patchy orange-and-black pattern and predicts the coat pattern of her male calico offspring?"
BIO-RV-B2,biology,mcq,APBIO-MCQ-075,3d50b95d-813a-4215-8054-af9d26fa299f,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which set of predictions is most consistent with all the molecular data for this patient's tumor?
BIO-RV-B2,biology,mcq,APBIO-MCQ-078,d9c1d0db-1286-4c3f-ac77-eccc9985cc7c,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which prediction about phenotypic variation in birth weight is consistent with stabilizing selection?
BIO-RV-B2,biology,mcq,APBIO-MCQ-081,60fb813b-6e2f-477f-ab80-1f79d05e4f1e,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which best describes why the bottleneck effect reduces genetic diversity in a population?
BIO-RV-B2,biology,mcq,APBIO-MCQ-083,cfd21158-6353-43f2-b9d0-b5ef06808846,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which effect would gene flow from a mainland population MOST likely have on the small island population described?
BIO-RV-B2,biology,mcq,APBIO-MCQ-086,f8d2b479-20c1-4742-b559-08cf3bbb9a29,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which correctly distinguishes shared derived characters (synapomorphies) from shared ancestral characters (symplesiomorphies) in phylogenetic analysis?
