content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apprecalc-frq-012,ap-precalculus,frq,3,3.14,Polar Function Graphs,derived,medium,The complete item most directly assesses Polar Function Graphs: Part A: State the period in θ and the range of r. Part B: Find all θ where r=4. Part C: Compare the points at θ and θ+π.,,,false,3.13,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.14
apprecalc-frq-013,ap-precalculus,frq,1,1.6,Polynomial Functions and End Behavior,derived,medium,The complete item most directly assesses Polynomial Functions and End Behavior: Part A: Factor P completely and state its zeros. Part B: Solve P(x)≥0 and justify the solution with a sign chart. Part C: State the y-intercept and end …,,,false,1.5,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:1.6
apprecalc-frq-014,ap-precalculus,frq,2,2.13,Exponential and Logarithmic Equations and Inequalities,derived,high,The complete item most directly assesses Exponential and Logarithmic Equations and Inequalities: Part A: Solve exactly for x. Part B: Give a decimal approximation and verify it by substitution in the original equation. Part C: Explain why there is a…,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.13
apprecalc-frq-015,ap-precalculus,frq,3,3.10,Trigonometric Equations and Inequalities,derived,high,The complete item most directly assesses Trigonometric Equations and Inequalities: Part A: Factor the equation in cos x. Part B: List all solutions in the interval. Part C: Verify the solutions without introducing extras.,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.10
apprecalc-frq-016,ap-precalculus,frq,3,3.13,Trigonometry and Polar Coordinates,derived,high,The complete item most directly assesses Trigonometry and Polar Coordinates: Part A: Convert the equation to Cartesian form. Part B: Write the Cartesian equation in center-radius form and identify the center and radius. Part C: E…,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.13
apprecalc-frq-017,ap-precalculus,frq,1,1.4,Polynomial Functions and Rates of Change,derived,medium,"The complete item most directly assesses Polynomial Functions and Rates of Change: Answer all parts of the following question. (a) Find the average rate of change of f on [1,4]. (b) Use technology to approximate all real zeros of f in …",,,false,1.6,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:1.4
apprecalc-frq-018,ap-precalculus,frq,2,2.10,Inverses of Exponential Functions,derived,medium,The complete item most directly assesses Inverses of Exponential Functions: Answer all parts of the following question. (a) Find g(2.5) to three decimals and state whether it is above or below the horizontal asymptote. (b) Solve…,,,false,2.13,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.10
apprecalc-frq-019,ap-precalculus,frq,1,1.10,Rational Functions and Holes,derived,medium,"The complete item most directly assesses Rational Functions and Holes: Answer all parts of the following question. (a) Identify every x-intercept, vertical asymptote, and hole. (b) Find the horizontal asymptote and explain …",,,false,1.7,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:1.10
apprecalc-frq-020,ap-precalculus,frq,2,2.6,Competing Function Model Validation,derived,medium,The complete item most directly assesses Competing Function Model Validation: Answer all parts of the following question. (a) Compute successive ratios and explain why a simple exponential model is not exact. (b) Find constants a …,,,false,2.3,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.6
apprecalc-frq-021,ap-precalculus,frq,2,2.11,Logarithmic Functions,derived,medium,The complete item most directly assesses Logarithmic Functions: Answer all parts of the following question. (a) Find q(1) and q(e²) exactly. (b) Use technology to approximate the absolute minimum value of q and an x-…,,,false,2.14,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.11
apprecalc-frq-022,ap-precalculus,frq,1,1.14,Function Model Construction and Application,derived,medium,"The complete item most directly assesses Function Model Construction and Application: Answer all parts of the following question. (a) Construct the quadratic model y=at²+bt+c by giving a system and solving for a, b, and c. (b) Find the av…",,,false,1.4,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:1.14
apprecalc-frq-023,ap-precalculus,frq,2,2.5,Exponential Function Context and Data Modeling,derived,high,The complete item most directly assesses Exponential Function Context and Data Modeling: Answer all parts of the following question. (a) Use the two measurements to determine a and b and write the model. (b) Find the average rate of change f…,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.5
apprecalc-frq-024,ap-precalculus,frq,1,1.14,Function Model Construction and Application,derived,medium,The complete item most directly assesses Function Model Construction and Application: Answer all parts of the following question. (a) Construct a quadratic model for P by determining its leading coefficient. (b) Find the average rate of c…,,,false,1.4,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:1.14
apprecalc-frq-025,ap-precalculus,frq,2,2.5,Exponential Function Context and Data Modeling,derived,high,"The complete item most directly assesses Exponential Function Context and Data Modeling: Answer all parts of the following question. (a) Use the information to determine L, A, and b to three decimals and write the model. (b) Find the average…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.5
apprecalc-frq-026,ap-precalculus,frq,2,2.14,Logarithmic Function Context and Data Modeling,derived,high,The complete item most directly assesses Logarithmic Function Context and Data Modeling: Answer all parts of the following question. (a) Use the measurements to determine a and b and write the model. (b) Find the average rate of change in te…,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.14
apprecalc-frq-027,ap-precalculus,frq,3,3.7,Sinusoidal Function Context and Data Modeling,derived,high,The complete item most directly assesses Sinusoidal Function Context and Data Modeling: Answer all parts of the following question. (a) Give five consecutive key points for one cycle beginning at t=0 and state the midline. (b) Construct a c…,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.7
apprecalc-frq-028,ap-precalculus,frq,3,3.7,Sinusoidal Function Context and Data Modeling,derived,high,The complete item most directly assesses Sinusoidal Function Context and Data Modeling: Answer all parts of the following question. (a) Give five consecutive key points for one cycle and state the midline. (b) Construct a cosine model h(t) …,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.7
apprecalc-frq-029,ap-precalculus,frq,3,3.7,Sinusoidal Function Context and Data Modeling,derived,high,The complete item most directly assesses Sinusoidal Function Context and Data Modeling: Answer all parts of the following question. (a) Give five consecutive key points for one cycle and state the midline. (b) Construct a cosine model L(t) …,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.7
apprecalc-frq-030,ap-precalculus,frq,3,3.7,Sinusoidal Function Context and Data Modeling,derived,high,The complete item most directly assesses Sinusoidal Function Context and Data Modeling: Answer all parts of the following question. (a) Give five consecutive key points for one cycle and state the midline. (b) Construct a sine model s(t) fo…,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.7
apprecalc-frq-031,ap-precalculus,frq,3,3.7,Sinusoidal Function Context and Data Modeling,derived,high,The complete item most directly assesses Sinusoidal Function Context and Data Modeling: Answer all parts of the following question. (a) Give five consecutive key points beginning at the maximum and state the midline. (b) Construct a cosine …,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.7
apprecalc-frq-032,ap-precalculus,frq,2,2.13,Exponential and Logarithmic Equations and Inequalities,derived,medium,"The complete item most directly assesses Exponential and Logarithmic Equations and Inequalities: Answer all parts of the following question. (a) Solve log₂(x−3)=4. (b) Solve 2^(x+1)=32. (c) Rewrite 2^(log₂(x−3)+1) in a form without logarithms, and s…",,,false,2.10,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.13
apprecalc-frq-033,ap-precalculus,frq,2,2.13,Exponential and Logarithmic Equations and Inequalities,derived,medium,The complete item most directly assesses Exponential and Logarithmic Equations and Inequalities: Answer all parts of the following question. (a) Solve 3^(2x)−10·3^x+9=0. (b) Solve log₃(x)+log₃(x−2)=1. (c) Rewrite ln((e^(2x)√y)/z³) as a sum and diffe…,,,false,2.12,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.13
apprecalc-frq-034,ap-precalculus,frq,3,3.9,Inverse Trigonometric Functions,derived,medium,The complete item most directly assesses Inverse Trigonometric Functions: Answer all parts of the following question. (a) Determine every x in 0≤x<2π satisfying 2sin x=√3. (b) Find the real number x for which arctan(2x−1)=π/4.…,,,false,3.10,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.9
apprecalc-frq-035,ap-precalculus,frq,3,3.10,Trigonometric Equations and Inequalities,derived,medium,The complete item most directly assesses Trigonometric Equations and Inequalities: Answer all parts of the following question. (a) Find the solution set of cos(2x)=sin x. (b) Find the solution set of tan²x=3. (c) Convert (1−cos(2x))/si…,,,false,3.12,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:3.10
apprecalc-frq-036,ap-precalculus,frq,2,2.13,Exponential and Logarithmic Equations and Inequalities,derived,medium,"The complete item most directly assesses Exponential and Logarithmic Equations and Inequalities: Answer all parts of the following question. (a) Solve 4^x−5·2^x+4=0. (b) Solve ln(x+2)−ln x=ln3. (c) Rewrite log_b((x³√y)/z²) as a sum and difference, w…",,,false,2.12,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,legacy:frq:2.13
apprecalc-frq-np2-001,ap-precalculus,frq,,undetermined,undetermined,derived,low,"The equally weighted parts assess unrelated topics from different units, so the closed list does not support one defensible primary label.",,,false,2.7,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:undetermined
apprecalc-frq-np2-002,ap-precalculus,frq,1,1.4,Polynomial Functions and Rates of Change,derived,medium,"The complete item most directly assesses Polynomial Functions and Rates of Change: A calculator is permitted. (a) Using the data, set up and solve a system of equations to find a, b, and c for the model P(t) = at^2 + bt + c. (b) Find t…",,,false,1.14,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:1.4
apprecalc-frq-np2-003,ap-precalculus,frq,3,3.7,Sinusoidal Function Context and Data Modeling,derived,high,"The complete item most directly assesses Sinusoidal Function Context and Data Modeling: No calculator is permitted. (a) Give five consecutive key points for one cycle of H, and state the midline. (b) Construct a cosine model H(t) for the ti…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:3.7
apprecalc-frq-np2-004,ap-precalculus,frq,,undetermined,undetermined,derived,low,"The equally weighted parts assess unrelated topics from different units, so the closed list does not support one defensible primary label.",,,false,2.13,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:undetermined
apprecalc-frq-np2-005,ap-precalculus,frq,1,1.10,Rational Functions and Holes,derived,medium,The complete item most directly assesses Rational Functions and Holes: A calculator is permitted. (a) Find the zero(s) of r and any holes in its graph. (b) Find all vertical and horizontal asymptotes of r. (c) Using technol…,,,false,1.7,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:1.10
apprecalc-frq-np2-006,ap-precalculus,frq,3,3.7,Sinusoidal Function Context and Data Modeling,derived,high,"The complete item most directly assesses Sinusoidal Function Context and Data Modeling: No calculator is permitted. (a) Give five consecutive key points for one cycle of H, and state the midline. (b) Construct a cosine model H(t) for the he…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:3.7
apprecalc-frq-np2-007,ap-precalculus,frq,,undetermined,undetermined,derived,low,"The equally weighted parts assess unrelated topics from different units, so the closed list does not support one defensible primary label.",,,false,2.12,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:undetermined
apprecalc-frq-np2-008,ap-precalculus,frq,1,1.6,Polynomial Functions and End Behavior,derived,medium,"The complete item most directly assesses Polynomial Functions and End Behavior: A calculator is permitted. (a) Find the zeros of p and their multiplicities, and describe the end behavior of p using limit notation. (b) Is x=-3 a loca…",,,false,1.5,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:1.6
apprecalc-frq-np2-009,ap-precalculus,frq,2,2.5,Exponential Function Context and Data Modeling,derived,high,"The complete item most directly assesses Exponential Function Context and Data Modeling: A calculator is permitted. (a) Determine whether an exponential model is appropriate for this data, justifying your answer using the ratio of consecutiv…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:2.5
apprecalc-frq-np2-010,ap-precalculus,frq,,undetermined,undetermined,derived,low,"The equally weighted parts assess unrelated topics from different units, so the closed list does not support one defensible primary label.",,,false,1.8,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,np2:frq:undetermined
apprecalc-frq-u12-002,ap-precalculus,frq,2,2.9,Logarithmic Expressions,recovered_author_code,medium,"The author code is retained after checking the complete item Logarithmic Expressions: Simplifying and Solving Logarithmic Expressions: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justifyi…",2.9,agrees,false,2.12,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.9
apprecalc-frq-u12-003,ap-precalculus,frq,1,1.11,Equivalent Representations,recovered_author_code,high,"The author code is retained after checking the complete item Equivalent Representations: Converting Between Factored and Standard Polynomial Forms: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation an…",1.11,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.11
apprecalc-frq-u12-004,ap-precalculus,frq,1,1.14,Function Model Construction and Application,recovered_author_code,high,"The author code is retained after checking the complete item Function Model Construction and Application: Maximizing Weekly Profit with a Quadratic Model: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justifyi…",1.14,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.14
apprecalc-frq-u12-005,ap-precalculus,frq,1,1.9,Rational Functions and Vertical Asymptotes,recovered_author_code,high,"The author code is retained after checking the complete item Rational Functions and Vertical Asymptotes: Vertical Asymptotes and Sign Behavior of a Rational Function: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation…",1.9,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.9
apprecalc-frq-u12-006,ap-precalculus,frq,2,2.5,Exponential Function Context and Data Modeling,recovered_author_code,high,"The author code is retained after checking the complete item Exponential Function Context and Data Modeling: Modeling Bacterial Population Growth: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justifying any qual…",2.5,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.5
apprecalc-frq-u12-007,ap-precalculus,frq,2,2.13,Exponential and Logarithmic Equations and Inequalities,recovered_author_code,high,"The author code is retained after checking the complete item Exponential and Logarithmic Equations and Inequalities: Solving Exponential and Logarithmic Equations Exactly: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and ju…",2.13,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.13
apprecalc-frq-u12-008,ap-precalculus,frq,1,1.6,Polynomial Functions and End Behavior,recovered_author_code,high,"The author code is retained after checking the complete item Polynomial Functions and End Behavior: Zeros, Multiplicity, and End Behavior of a Quartic: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justi…",1.6,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.6
apprecalc-frq-u12-009,ap-precalculus,frq,2,2.8,Inverse Functions,recovered_author_code,high,"The author code is retained after checking the complete item Inverse Functions: Restricting a Domain to Construct an Inverse Function: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and ju…",2.8,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.8
apprecalc-frq-u12-010,ap-precalculus,frq,1,1.4,Polynomial Functions and Rates of Change,recovered_author_code,high,"The author code is retained after checking the complete item Polynomial Functions and Rates of Change: Maximizing Volume of an Open-Top Box: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justifying any qual…",1.4,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.4
apprecalc-frq-u12-011,ap-precalculus,frq,1,1.5,Polynomial Functions and Complex Zeros,recovered_author_code,high,"The author code is retained after checking the complete item Polynomial Functions and Complex Zeros: Finding All Complex Zeros of a Quartic Polynomial: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justif…",1.5,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.5
apprecalc-frq-u12-012,ap-precalculus,frq,2,2.14,Logarithmic Function Context and Data Modeling,recovered_author_code,high,"The author code is retained after checking the complete item Logarithmic Function Context and Data Modeling: Comparing Earthquake Intensities Using a Logarithmic Scale: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation a…",2.14,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.14
apprecalc-frq-u12-013,ap-precalculus,frq,1,1.10,Rational Functions and Holes,recovered_author_code,high,"The author code is retained after checking the complete item Rational Functions and Holes: Identifying a Hole and Asymptotic Behavior in a Rational Function: Answer all parts. Show your reasoning and calculations clearly, using standard AP not…",1.10,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.10
apprecalc-frq-u12-014,ap-precalculus,frq,2,2.12,Logarithmic Function Manipulation,recovered_author_code,high,"The author code is retained after checking the complete item Logarithmic Function Manipulation: Manipulating and Solving Logarithmic Expressions Exactly: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and…",2.12,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.12
apprecalc-frq-u12-015,ap-precalculus,frq,1,1.14,Function Model Construction and Application,recovered_author_code,medium,"The author code is retained after checking the complete item Function Model Construction and Application: Average Cost Per Unit as a Rational Function: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justifying …",1.14,agrees,false,1.7,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.14
apprecalc-frq-u12-016,ap-precalculus,frq,2,2.6,Competing Function Model Validation,recovered_author_code,high,"The author code is retained after checking the complete item Competing Function Model Validation: Choosing Between a Linear and Exponential Model: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justifyi…",2.6,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.6
apprecalc-frq-u12-017,ap-precalculus,frq,2,2.15,Semi-log Plots,recovered_author_code,high,"The author code is retained after checking the complete item Semi-log Plots: Radioactive Decay and a Semi-log Plot: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justifying any qua…",2.15,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.15
apprecalc-frq-u12-018,ap-precalculus,frq,1,1.7,Rational Functions and End Behavior,recovered_author_code,high,"The author code is retained after checking the complete item Rational Functions and End Behavior: Holes, Vertical Asymptotes, and Slant Asymptotes: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation and justify…",1.7,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.7
apprecalc-frq-u12-019,ap-precalculus,frq,2,2.13,Exponential and Logarithmic Equations and Inequalities,recovered_author_code,high,"The author code is retained after checking the complete item Exponential and Logarithmic Equations and Inequalities: Solving Quadratic-Type Exponential and Logarithmic Equations: Answer all parts. Show your reasoning and calculations clearly, using standard AP notation…",2.13,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:2.13
apprecalc-frq-u12-020,ap-precalculus,frq,1,1.13,Function Model Selection and Assumption Articulation,recovered_author_code,high,"The author code is retained after checking the complete item Function Model Selection and Assumption Articulation: Choosing Between a Quadratic and a Rational Model for Subscriber Growth: Answer all parts. Show your reasoning and calculations clearly, using standard …",1.13,agrees,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+rubric,u12:frq:1.13
apprecalc-mcq-001,ap-precalculus,mcq,1,1.2,Rates of Change,derived,high,"The complete item most directly assesses Rates of Change: For f(x)=x²−3x, the average rate of change from x=1 to x=4 is",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.2
apprecalc-mcq-002,ap-precalculus,mcq,1,1.6,Polynomial Functions and End Behavior,derived,high,The complete item most directly assesses Polynomial Functions and End Behavior: Which end behavior matches P(x)=−2x⁵+7x²−1?,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.6
apprecalc-mcq-003,ap-precalculus,mcq,1,1.10,Rational Functions and Holes,derived,high,The complete item most directly assesses Rational Functions and Holes: The graph of R(x)=(x²−5x+6)/(x−2) has,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.10
apprecalc-mcq-004,ap-precalculus,mcq,1,1.5,Polynomial Functions and Complex Zeros,derived,high,The complete item most directly assesses Polynomial Functions and Complex Zeros: A polynomial has zeros −1 of multiplicity 2 and 3 of multiplicity 1. Which behavior is required?,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.5
apprecalc-mcq-005,ap-precalculus,mcq,1,1.13,Function Model Selection and Assumption Articulation,derived,high,The complete item most directly assesses Function Model Selection and Assumption Articulation: A cubic model fits sales data for 0≤t≤12 months. Which use requires the greatest caution?,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.13
apprecalc-mcq-006,ap-precalculus,mcq,2,2.7,Composition of Functions,derived,high,"The complete item most directly assesses Composition of Functions: If f(x)=2x−1 and g(x)=x²+3, then (g∘f)(x)=",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.7
apprecalc-mcq-007,ap-precalculus,mcq,1,1.7,Rational Functions and End Behavior,derived,high,"The complete item most directly assesses Rational Functions and End Behavior: For Q(x)=(x−1)²(x+2)/(x²+1), the right-end behavior is closest to",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.7
apprecalc-mcq-008,ap-precalculus,mcq,2,2.5,Exponential Function Context and Data Modeling,derived,high,The complete item most directly assesses Exponential Function Context and Data Modeling: A quantity starts at 80 and grows by 6% each period. A suitable model is,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.5
apprecalc-mcq-009,ap-precalculus,mcq,2,2.13,Exponential and Logarithmic Equations and Inequalities,derived,high,The complete item most directly assesses Exponential and Logarithmic Equations and Inequalities: Solve log₂(x−1)=3.,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.13
apprecalc-mcq-010,ap-precalculus,mcq,2,2.10,Inverses of Exponential Functions,derived,high,The complete item most directly assesses Inverses of Exponential Functions: The inverse of f(x)=3e^(2x) is,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.10
apprecalc-mcq-011,ap-precalculus,mcq,2,2.13,Exponential and Logarithmic Equations and Inequalities,derived,high,"The complete item most directly assesses Exponential and Logarithmic Equations and Inequalities: If 5^(2x−1)=17, then x equals",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.13
