content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apphy1-frq-042,ap-physics-1,frq,1,1.2,"Displacement, Velocity, and Acceleration",derived,high,"The stem and rubric assess: (a) Calculate the car's velocity and net displacement during the 6.00 s interval. (b) Identify the time at which the car is momentarily at rest, an…; this most directly matches Displacement, Velocity, and Acceleration.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-1.2
apphy1-frq-043,ap-physics-1,frq,2,2.5,Newton's Second Law,derived,high,"The stem and rubric assess: (a) Derive expressions for the block's acceleration down the incline and the normal force on it, and evaluate their numeric values. (b) Explain why…; this most directly matches Newton's Second Law.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-2.5
apphy1-frq-044,ap-physics-1,frq,3,3.4,Conservation of Energy,derived,high,The stem and rubric assess: (a) Calculate the block's speed at the bottom of the ramp using conservation of energy. (b) Predict how the speed at the bottom changes if the heig…; this most directly matches Conservation of Energy.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-3.4
apphy1-frq-045,ap-physics-1,frq,1,1.5,Vectors and Motion in Two Dimensions,derived,high,"The stem and rubric assess: (a) Design the experiment: identify the independent variable, the dependent variable, and one variable to hold constant as a control. (b) Explain w…; this most directly matches Vectors and Motion in Two Dimensions.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:experimental:topic-1.5
apphy1-frq-046,ap-physics-1,frq,2,2.7,Kinetic and Static Friction,derived,medium,"The stem and rubric assess: (a) Calculate the maximum acceleration of the two-block system before the top block begins to slip. (b) Explain, using Newton's second law applied …; this most directly matches Kinetic and Static Friction.",,,false,2.5,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-2.7
apphy1-frq-047,ap-physics-1,frq,3,3.5,Power,derived,high,The stem and rubric assess: (a) Calculate the work done on the cyclist and the average power output over this interval. (b) Explain why the average power is less than the inst…; this most directly matches Power.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-3.5
apphy1-frq-048,ap-physics-1,frq,1,1.4,Reference Frames and Relative Motion,derived,high,"The stem and rubric assess: (a) Calculate the time for car B to catch up to car A. (b) Predict how the catch-up time changes if car B's speed increases to 32.0 m/s, calculate …; this most directly matches Reference Frames and Relative Motion.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-1.4
apphy1-frq-049,ap-physics-1,frq,2,2.8,Spring Forces,derived,high,"The stem and rubric assess: (a) Design the experiment: identify the independent variable, the dependent variable, and two variables to hold constant as controls. (b) Explain h…; this most directly matches Spring Forces.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:experimental:topic-2.8
apphy1-frq-050,ap-physics-1,frq,3,3.4,Conservation of Energy,derived,high,"The stem and rubric assess: (a) Calculate the car's initial potential energy, final kinetic energy, and the total nonconservative work done on the car during the descent. (b) …; this most directly matches Conservation of Energy.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-3.4
apphy1-frq-051,ap-physics-1,frq,1,1.3,Representing Motion,derived,high,"The stem and rubric assess: (a) Calculate the sprinter's velocity at the end of the acceleration phase. (b) On the axes provided, sketch and label a velocity-vs-time graph for…; this most directly matches Representing Motion.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:graphical:topic-1.3
apphy1-frq-052,ap-physics-1,frq,2,2.5,Newton's Second Law,derived,high,"The stem and rubric assess: (a) Draw free-body diagrams for both blocks, write Newton's second law for each block, state the modeling assumptions used, and calculate the accel…; this most directly matches Newton's Second Law.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-2.5
apphy1-frq-053,ap-physics-1,frq,3,3.2,Work,derived,medium,"The stem and rubric assess: (a) Design the experiment: identify the independent variable, the dependent variable, and one variable to hold constant as a control. (b) Derive an…; this most directly matches Work.",,,false,2.7,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:experimental:topic-3.2
apphy1-frq-054,ap-physics-1,frq,1,1.5,Vectors and Motion in Two Dimensions,derived,high,"The stem and rubric assess: (a) Determine the horizontal and vertical components of the initial velocity, v0x and v0y. Before substituting any numbers, combine R = v0x t and t…; this most directly matches Vectors and Motion in Two Dimensions.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-1.5
apphy1-frq-055,ap-physics-1,frq,2,2.9,Circular Motion,derived,high,The stem and rubric assess: (a) Calculate the tension in the string and the radius of the ball's circular path. (b) Calculate the ball's speed and the period of its circular m…; this most directly matches Circular Motion.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-2.9
apphy1-frq-056,ap-physics-1,frq,3,3.4,Conservation of Energy,derived,high,"The stem and rubric assess: (a) Calculate the block's speed at the bottom of the first incline, then calculate the maximum height it reaches on the second incline, accounting …; this most directly matches Conservation of Energy.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-3.4
apphy1-frq-057,ap-physics-1,frq,1,1.5,Vectors and Motion in Two Dimensions,derived,high,"The stem and rubric assess: (a) Design the experiment: identify the independent variable, the dependent variable, and two variables to hold constant as controls. (b) Explain w…; this most directly matches Vectors and Motion in Two Dimensions.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:experimental:topic-1.5
apphy1-frq-058,ap-physics-1,frq,2,2.5,Newton's Second Law,derived,high,The stem and rubric assess: Let positive acceleration correspond to the hanging mass moving downward and the incline block moving up the incline (this defines the positive dir…; this most directly matches Newton's Second Law.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,legacy:frq:quantitative:topic-2.5
apphy1-frq-np1-001,ap-physics-1,frq,1,1.2,"Displacement, Velocity, and Acceleration",derived,high,"The stem and rubric assess: (a) Calculate the car's velocity at t = 6 s. (b) Calculate the car's displacement during the first 6 s. (c) Calculate the car's displacement during…; this most directly matches Displacement, Velocity, and Acceleration.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-1.2
apphy1-frq-np1-002,ap-physics-1,frq,1,1.3,Representing Motion,derived,high,The stem and rubric assess: (a) Calculate the object's acceleration during the interval 0 < t < 4 s. (b) Calculate the object's displacement during the interval 0 <= t <= 4 s.…; this most directly matches Representing Motion.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:graphical:topic-1.3
apphy1-frq-np1-003,ap-physics-1,frq,1,1.5,Vectors and Motion in Two Dimensions,derived,high,The stem and rubric assess: Use g = 10 m/s^2. (a) Calculate the time the ball is in the air before landing. (b) Calculate the horizontal distance the ball travels before landi…; this most directly matches Vectors and Motion in Two Dimensions.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-1.5
apphy1-frq-np1-004,ap-physics-1,frq,2,2.7,Kinetic and Static Friction,derived,medium,The stem and rubric assess: Assume the block is moving in the direction of the applied 20 N force throughout. Answer all parts of the following question. Use g = 10 m/s^2. (a)…; this most directly matches Kinetic and Static Friction.,,,false,2.5,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-2.7
apphy1-frq-np1-005,ap-physics-1,frq,2,2.5,Newton's Second Law,derived,high,"The stem and rubric assess: Use g = 10 m/s^2, sin(30 deg) = 0.5, cos(30 deg) = 0.866. (a) Calculate the component of the block's weight directed parallel to the incline surfac…; this most directly matches Newton's Second Law.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-2.5
apphy1-frq-np1-006,ap-physics-1,frq,2,2.9,Circular Motion,derived,high,The stem and rubric assess: Use g = 10 m/s^2. (a) Calculate the minimum speed the ball must have at the top of the loop to maintain contact with the track. (b) At this minimum…; this most directly matches Circular Motion.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-2.9
apphy1-frq-np1-007,ap-physics-1,frq,2,2.9,Circular Motion,derived,high,"The stem and rubric assess: Use g = 10 m/s^2, tan(20 deg) = 0.364. (a) Write the two Newton's-second-law equations (vertical and horizontal/centripetal directions) for the car…; this most directly matches Circular Motion.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-2.9
apphy1-frq-np1-008,ap-physics-1,frq,3,3.2,Work,derived,high,The stem and rubric assess: (a) Calculate the work done on the box by the applied force. (b) Calculate the work done on the box by friction. (c) Calculate the net work done on…; this most directly matches Work.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-3.2
apphy1-frq-np1-009,ap-physics-1,frq,3,3.4,Conservation of Energy,derived,high,The stem and rubric assess: Use g = 10 m/s^2. (a) Calculate the elastic potential energy stored in the compressed spring. (b) Calculate the block's speed as it leaves the spri…; this most directly matches Conservation of Energy.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-3.4
apphy1-frq-np1-010,ap-physics-1,frq,3,3.5,Power,derived,high,"The stem and rubric assess: Use g = 10 m/s^2. (a) Calculate the force the motor must exert on the elevator to lift it at this constant velocity, and explain why this force mus…; this most directly matches Power.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np1:frq:quantitative:topic-3.5
apphy1-frq-np2-007,ap-physics-1,frq,7,7.2,Frequency and Period of SHM,derived,medium,The stem and rubric assess: (a) Calculate the period and the frequency of the block's oscillation. (b) Calculate the total mechanical energy of the block-spring system and the…; this most directly matches Frequency and Period of SHM.,,,false,7.4,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+rubric,np2:frq:experimental:topic-7.2
apphy1-mcq-001,ap-physics-1,mcq,1,1.2,"Displacement, Velocity, and Acceleration",derived,high,"The stem and answer choices assess: A cart's velocity changes from 2 m/s to 8 m/s in 3 s. Its average acceleration is A. 2 m/s² B. 3 m/s² C. 6 m/s² D. 10 m/s²; this most directly matches Displacement, Velocity, and Acceleration.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-1.2
apphy1-mcq-003,ap-physics-1,mcq,2,2.5,Newton's Second Law,derived,high,The stem and answer choices assess: A 4 kg block has a net horizontal force of 12 N. Its acceleration is A. 0.33 m/s² B. 3 m/s² C. 8 m/s² D. 48 m/s²; this most directly matches Newton's Second Law.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.5
apphy1-mcq-004,ap-physics-1,mcq,2,2.3,Newton's Third Law,derived,high,The stem and answer choices assess: A book rests on a table. The Newton's-third-law partner to the table's force on the book is A. Earth's force on the book B. book's force on the tab…; this most directly matches Newton's Third Law.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.3
apphy1-mcq-005,ap-physics-1,mcq,2,2.7,Kinetic and Static Friction,derived,high,"The stem and answer choices assess: A block slides down a rough incline at constant speed. Along the incline, friction is A. zero B. less than downhill gravity C. equal to downhill gr…; this most directly matches Kinetic and Static Friction.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.7
apphy1-mcq-006,ap-physics-1,mcq,3,3.2,Work,derived,high,The stem and answer choices assess: A constant 10 N force moves an object 3 m in its direction. The work is A. 3 J B. 13 J C. 30 J D. 300 J; this most directly matches Work.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.2
apphy1-mcq-007,ap-physics-1,mcq,3,3.1,Translational Kinetic Energy,derived,high,"The stem and answer choices assess: If an object's speed doubles, its kinetic energy becomes A. half B. double C. four times D. eight times; this most directly matches Translational Kinetic Energy.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.1
apphy1-mcq-008,ap-physics-1,mcq,3,3.3,Potential Energy,derived,high,The stem and answer choices assess: A 2 kg object falls 5 m near Earth. The decrease in gravitational potential energy is about A. 10 J B. 20 J C. 50 J D. 100 J; this most directly matches Potential Energy.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.3
apphy1-mcq-009,ap-physics-1,mcq,4,4.4,Elastic and Inelastic Collisions,derived,high,The stem and answer choices assess: A 2 kg cart at 3 m/s sticks to a stationary 1 kg cart. Their speed is A. 1 m/s B. 2 m/s C. 3 m/s D. 6 m/s; this most directly matches Elastic and Inelastic Collisions.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-4.4
apphy1-mcq-010,ap-physics-1,mcq,4,4.2,Change in Momentum and Impulse,derived,high,"The stem and answer choices assess: During a collision, equal and opposite impulses imply that the two objects have A. equal speed changes B. equal mass C. equal-magnitude momentum ch…; this most directly matches Change in Momentum and Impulse.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-4.2
apphy1-mcq-011,ap-physics-1,mcq,5,5.3,Torque,derived,high,The stem and answer choices assess: A perpendicular 6 N force is applied 0.50 m from a pivot. The torque magnitude is A. 0.083 N·m B. 3.0 N·m C. 6.5 N·m D. 12 N·m; this most directly matches Torque.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-5.3
apphy1-mcq-012,ap-physics-1,mcq,5,5.5,Rotational Equilibrium and Newton's First Law in Rotational Form,derived,high,"The stem and answer choices assess: For complete static equilibrium, an object must have A. zero net force only B. zero net torque only C. zero net force and zero net torque D. consta…; this most directly matches Rotational Equilibrium and Newton's First Law in Rotational Form.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-5.5
apphy1-mcq-014,ap-physics-1,mcq,6,6.5,Rolling,derived,high,The stem and answer choices assess: Rolling without slipping requires A. v=ωR B. v=ω/R C. v=R/ω D. v and ω unrelated; this most directly matches Rolling.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-6.5
apphy1-mcq-015,ap-physics-1,mcq,7,7.1,Defining Simple Harmonic Motion (SHM),derived,high,"The stem and answer choices assess: For ideal simple harmonic motion, acceleration is A. constant B. proportional to displacement and opposite it C. proportional to velocity D. zero a…; this most directly matches Defining Simple Harmonic Motion (SHM).",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-7.1
apphy1-mcq-016,ap-physics-1,mcq,7,7.4,Energy of Simple Harmonic Oscillators,derived,high,The stem and answer choices assess: A mass-spring oscillator has maximum speed at A. maximum positive displacement B. maximum negative displacement C. equilibrium D. every position eq…; this most directly matches Energy of Simple Harmonic Oscillators.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-7.4
apphy1-mcq-017,ap-physics-1,mcq,8,8.2,Pressure,derived,high,The stem and answer choices assess: The gauge pressure at depth h in a liquid of density ρ is A. ρgh B. ρg/h C. gh/ρ D. ρh/g; this most directly matches Pressure.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-8.2
apphy1-mcq-018,ap-physics-1,mcq,8,8.4,Fluids and Conservation Laws,derived,high,"The stem and answer choices assess: In steady incompressible flow through a narrower pipe, fluid speed A. decreases B. increases C. is zero D. depends only on density; this most directly matches Fluids and Conservation Laws.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-8.4
