content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apphycm-frq-020,ap-physics-c-mechanics,frq,2,2.6,Gravitational Force,derived,high,The complete item most directly assesses Gravitational Force: Answer all parts of the following question. (a) Design a data analysis that tests the inverse-square model without assuming K. (b) State a graph an…,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:2.6
apphycm-frq-022,ap-physics-c-mechanics,frq,3,3.2,Work,recovered_author_code,high,"The author code is retained after checking the complete item Work: Answer all parts of the following question. (a) Calculate the work done by the force. (b) If the particle starts from rest with mass m, determine i…",3.2,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:3.2
apphycm-frq-024,ap-physics-c-mechanics,frq,7,7.1,Defining Simple Harmonic Motion (SHM),derived,high,The complete item most directly assesses Defining Simple Harmonic Motion (SHM): Answer all parts of the following question. (a) Describe how to estimate the effective spring constant near x₀. (b) Predict the small-oscillation p…,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:7.1
apphycm-frq-025,ap-physics-c-mechanics,frq,4,4.2,Change in Momentum and Impulse,recovered_author_code,high,The author code is retained after checking the complete item Change in Momentum and Impulse: Answer all parts of the following question. (a) Determine its momentum as a function of time and its long-time momentum. (b) Find the total impulse…,4.2,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:4.2
apphycm-frq-026,ap-physics-c-mechanics,frq,4,4.4,Elastic and Inelastic Collisions,recovered_author_code,high,The author code is retained after checking the complete item Elastic and Inelastic Collisions: Answer all parts of the following question. (a) Draw before-and-after momentum vectors and write component conservation equations. (b) Use energy c…,4.4,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:4.4
apphycm-frq-027,ap-physics-c-mechanics,frq,4,4.4,Elastic and Inelastic Collisions,derived,high,The complete item most directly assesses Elastic and Inelastic Collisions: Answer all parts of the following question. (a) Describe an analysis that tests momentum conservation and classifies the collision as elastic or in…,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:4.4
apphycm-frq-029,ap-physics-c-mechanics,frq,5,5.5,Rotational Equilibrium and Newton's First Law in Rotational Form,recovered_author_code,high,The author code is retained after checking the complete item Rotational Equilibrium and Newton's First Law in Rotational Form: Answer all parts of the following question. (a) Describe how force and torque data locate the center of mass. (b) Explain how repeating with added …,5.5,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:5.5
apphycm-frq-030,ap-physics-c-mechanics,frq,6,6.6,Motion of Orbiting Satellites,derived,high,"The complete item most directly assesses Motion of Orbiting Satellites: Answer all parts of the following question. (a) Derive orbital speed, kinetic energy, potential energy, and total energy. (b) Determine the minimum…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,unit-hint:frq:6.6
apphycm-frq-031,ap-physics-c-mechanics,frq,3,3.4,Conservation of Energy,derived,high,"The complete item most directly assesses Conservation of Energy: Answer all parts of the following question. (a) Represent the energy transformation (e.g., using an energy bar chart or a written conservation stat…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,unit-hint:frq:3.4
apphycm-frq-032,ap-physics-c-mechanics,frq,6,6.3,Angular Momentum and Angular Impulse,derived,high,The complete item most directly assesses Angular Momentum and Angular Impulse: Answer all parts of the following question. (a) Sketch torque versus time and determine the angular impulse. (b) Determine final angular velocity a…,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,unit-hint:frq:6.3
apphycm-frq-033,ap-physics-c-mechanics,frq,6,6.2,Torque and Work,derived,high,"The complete item most directly assesses Torque and Work: Answer all parts of the following question. (a) Design an analysis that tests rotational work-energy. (b) Specify numerical, graphical, and instant…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,unit-hint:frq:6.2
apphycm-frq-034,ap-physics-c-mechanics,frq,7,7.4,Energy of Simple Harmonic Oscillators,derived,high,"The complete item most directly assesses Energy of Simple Harmonic Oscillators: Answer all parts of the following question. (a) Starting from energy, derive the relation between velocity and position. (b) Sketch the trajectory …",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,unit-hint:frq:7.4
apphycm-frq-035,ap-physics-c-mechanics,frq,7,7.1,Defining Simple Harmonic Motion (SHM),derived,medium,The complete item most directly assesses Defining Simple Harmonic Motion (SHM): Motion in a quartic potential: Answer all mandatory subparts. Show reasoning and calculations clearly. Use standard AP Physics notation and justify…,,,false,3.3,false,true,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,unit-hint:frq:7.1
apphycm-frq-036,ap-physics-c-mechanics,frq,2,2.9,Resistive Forces,derived,high,The complete item most directly assesses Resistive Forces: Velocity-dependent drag representations: Answer all mandatory subparts. Show reasoning and calculations clearly. Use standard AP Physics notation a…,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,unit-hint:frq:2.9
apphycm-frq-037,ap-physics-c-mechanics,frq,5,5.6,Newton's Second Law in Rotational Form,derived,high,The complete item most directly assesses Newton's Second Law in Rotational Form: Measuring an irregular rotor's inertia: Answer all mandatory subparts. Show reasoning and calculations clearly. Use standard AP Physics notation an…,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,unit-hint:frq:5.6
apphycm-frq-044,ap-physics-c-mechanics,frq,7,7.4,Energy of Simple Harmonic Oscillators,derived,high,The complete item most directly assesses Energy of Simple Harmonic Oscillators: Answer all parts of the following question. (a) Use energy conservation to calculate the mass's maximum speed as it passes through the equilibrium …,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:7.4
apphycm-frq-047,ap-physics-c-mechanics,frq,1,1.2,"Displacement, Velocity, and Acceleration",derived,high,"The complete item most directly assesses Displacement, Velocity, and Acceleration: Answer all parts of the following question. (a) Derive an expression for the particle's position x(t) by integrating v(t), and evaluate x at t = 2.…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:1.2
apphycm-frq-049,ap-physics-c-mechanics,frq,3,3.2,Work,derived,high,The complete item most directly assesses Work: Answer all parts of the following question. (a) Derive an expression for the work done by this force as the particle moves from x = 0 to a general …,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:3.2
apphycm-frq-050,ap-physics-c-mechanics,frq,2,2.10,Circular Motion,derived,high,"The complete item most directly assesses Circular Motion: Answer all parts of the following question. (a) Calculate the tension in the string at the top of the circle, and calculate the minimum speed at th…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:2.10
apphycm-frq-051,ap-physics-c-mechanics,frq,3,3.4,Conservation of Energy,derived,high,"The complete item most directly assesses Conservation of Energy: Answer all parts of the following question. (a) Calculate the spring's initial potential energy, the work done by friction over the 0.200 m contact…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+rubric,legacy:frq:3.4
apphycm-mcq-001,ap-physics-c-mechanics,mcq,1,1.2,"Displacement, Velocity, and Acceleration",derived,high,"The complete item most directly assesses Displacement, Velocity, and Acceleration: If v(t)=3t², the acceleration at t=2 s is A. 3 m/s² B. 6 m/s² C. 12 m/s² D. 24 m/s²",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:1.2
apphycm-mcq-002,ap-physics-c-mechanics,mcq,1,1.2,"Displacement, Velocity, and Acceleration",derived,high,"The complete item most directly assesses Displacement, Velocity, and Acceleration: The displacement from t=0 to T for v(t)=kt is A. kT B. kT² C. kT²/2 D. k/T",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:1.2
apphycm-mcq-003,ap-physics-c-mechanics,mcq,3,3.2,Work,derived,high,The complete item most directly assesses Work: A force F(x)=ax acts in one dimension. The work from 0 to L is A. aL B. aL² C. aL²/2 D. a/L,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.2
apphycm-mcq-005,ap-physics-c-mechanics,mcq,7,7.1,Defining Simple Harmonic Motion (SHM),derived,high,The complete item most directly assesses Defining Simple Harmonic Motion (SHM): A particle under F=-kx satisfies A. x''+(k/m)x=0 B. x''-kx=0 C. x'=k/m D. x''=constant positive,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:7.1
apphycm-mcq-006,ap-physics-c-mechanics,mcq,3,3.3,Potential Energy,derived,high,The complete item most directly assesses Potential Energy: A particle moves in one dimension under a conservative force with potential energy U(x). The force on the particle is given by which of the followi…,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.3
apphycm-mcq-007,ap-physics-c-mechanics,mcq,3,3.5,Power,derived,high,The complete item most directly assesses Power: A power law P(t)=ct² delivers energy from 0 to T equal to A. cT² B. cT³/2 C. cT³/3 D. 2cT,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.5
apphycm-mcq-008,ap-physics-c-mechanics,mcq,3,3.3,Potential Energy,derived,high,"The complete item most directly assesses Potential Energy: At a stable equilibrium x₀, U(x) has A. a local minimum B. a local maximum C. an infinite slope D. no derivative",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.3
apphycm-mcq-009,ap-physics-c-mechanics,mcq,4,4.2,Change in Momentum and Impulse,derived,high,"The complete item most directly assesses Change in Momentum and Impulse: For variable force F(t), impulse from 0 to T is A. F(T)/T B. ∫₀ᵀF(t)dt C. dF/dt D. ∫F dx",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:4.2
apphycm-mcq-010,ap-physics-c-mechanics,mcq,4,4.3,Conservation of Linear Momentum,derived,high,The complete item most directly assesses Conservation of Linear Momentum: A rocket's changing-mass motion is analyzed by applying momentum conservation to A. rocket alone without exhaust B. rocket plus expelled mass C. fu…,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:4.3
apphycm-mcq-011,ap-physics-c-mechanics,mcq,5,5.1,Rotational Kinematics,derived,high,"The complete item most directly assesses Rotational Kinematics: For angular position θ(t), angular acceleration is A. dθ/dt B. d²θ/dt² C. ∫θdt D. θ²",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:5.1
apphycm-mcq-012,ap-physics-c-mechanics,mcq,6,6.2,Torque and Work,derived,high,"The complete item most directly assesses Torque and Work: Torque from potential energy U(θ), for a system whose potential energy depends only on the angle θ, is A. dU/dθ B. -dU/dθ C. -U/θ D. +d²U/dθ²",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:6.2
apphycm-mcq-013,ap-physics-c-mechanics,mcq,5,5.4,Rotational Inertia,derived,high,"The complete item most directly assesses Rotational Inertia: For a continuous body, moment of inertia about a chosen rotation axis is (r is the perpendicular distance of each mass element from that axis) A. ∫…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:5.4
apphycm-mcq-014,ap-physics-c-mechanics,mcq,6,6.3,Angular Momentum and Angular Impulse,derived,high,"The complete item most directly assesses Angular Momentum and Angular Impulse: A system experiences zero net external torque. Which of the following is true of dL/dt? A. zero B. I*omega (constant, nonzero) C. L/t D. proportion…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:6.3
apphycm-mcq-015,ap-physics-c-mechanics,mcq,7,7.5,Simple and Physical Pendulums,derived,high,The complete item most directly assesses Simple and Physical Pendulums: The small-angle pendulum equation is A. θ''+(g/L)θ=0 B. θ''-(g/L)θ=0 C. θ'=gL D. θ''=g,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:7.5
apphycm-mcq-016,ap-physics-c-mechanics,mcq,7,7.2,Frequency and Period of SHM,derived,high,The complete item most directly assesses Frequency and Period of SHM: The period for x''+ω²x=0 is A. ω/2π B. 2πω C. 2π/ω D. 1/ω²,,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:7.2
apphycm-mcq-017,ap-physics-c-mechanics,mcq,1,1.2,"Displacement, Velocity, and Acceleration",derived,high,"The complete item most directly assesses Displacement, Velocity, and Acceleration: If x(t)=At³-Bt, velocity is A. 3At²-B B. At²-B C. 3At-B D. A t³",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:1.2
apphycm-mcq-018,ap-physics-c-mechanics,mcq,3,3.2,Work,derived,high,"The complete item most directly assesses Work: A force F(x)=F₀e^{-x/L} acts along the direction of displacement, with L a positive constant. The work done as the object moves from x=0 to x→∞ is …",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.2
apphycm-mcq-019,ap-physics-c-mechanics,mcq,5,5.6,Newton's Second Law in Rotational Form,derived,high,"The complete item most directly assesses Newton's Second Law in Rotational Form: For τ(t)=τ₀t acting on constant I, change in angular speed from 0 to T is A. τ₀T/I B. τ₀T²/(2I) C. Iτ₀T² D. τ₀T²/I",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:5.6
apphycm-mcq-020,ap-physics-c-mechanics,mcq,7,7.5,Simple and Physical Pendulums,derived,high,"The complete item most directly assesses Simple and Physical Pendulums: For a physical pendulum undergoing small-angle oscillation, omega^2 equals which of the following, where d is the distance from the pivot to the ce…",,,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:7.5
apphycm-mcq-021,ap-physics-c-mechanics,mcq,1,1.2,"Displacement, Velocity, and Acceleration",recovered_author_code,high,"The author code is retained after checking the complete item Displacement, Velocity, and Acceleration: For x(t)=Ct⁴, acceleration is A. 4Ct³ B. 12Ct² C. 24Ct D. Ct²",1.2,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:1.2
apphycm-mcq-022,ap-physics-c-mechanics,mcq,1,1.3,Representing Motion,recovered_author_code,high,The author code is retained after checking the complete item Representing Motion: The signed area under a velocity-versus-time graph equals A. acceleration B. displacement C. distance traveled D. change in velocity,1.3,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:1.3
apphycm-mcq-023,ap-physics-c-mechanics,mcq,2,2.2,Forces and Free-Body Diagrams,recovered_author_code,high,The author code is retained after checking the complete item Forces and Free-Body Diagrams: A block slides down a frictionless incline at angle θ. The normal force on the block is A. mg B. mg sinθ C. mg cosθ D. 0,2.2,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:2.2
apphycm-mcq-024,ap-physics-c-mechanics,mcq,3,3.3,Potential Energy,recovered_author_code,high,"The author code is retained after checking the complete item Potential Energy: For U(x)=(1/2)kx² with k>0, x=0 is stable because A. U has a local minimum B. U has a local maximum C. force is constant D. energy is negative",3.3,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.3
apphycm-mcq-025,ap-physics-c-mechanics,mcq,2,2.9,Resistive Forces,recovered_author_code,high,"The author code is retained after checking the complete item Resistive Forces: For m dv/dt=-bv, the characteristic decay time is A. b/m B. m/b C. m/(2b) D. (m/b) ln 2",2.9,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:2.9
apphycm-mcq-026,ap-physics-c-mechanics,mcq,2,2.10,Circular Motion,recovered_author_code,high,The author code is retained after checking the complete item Circular Motion: A particle in uniform circular motion has A. zero acceleration B. constant velocity vector C. inward acceleration v²/r D. outward net force,2.10,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:2.10
apphycm-mcq-027,ap-physics-c-mechanics,mcq,3,3.2,Work,recovered_author_code,high,The author code is retained after checking the complete item Work: The work done from x=a to x=b by F(x) is A. ∫ₐᵇF(x)dx B. F(b)(b-a) C. (1/2)[F(a)+F(b)](b-a) always D. ∫F(t)dt,3.2,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.2
apphycm-mcq-028,ap-physics-c-mechanics,mcq,3,3.3,Potential Energy,recovered_author_code,high,"The author code is retained after checking the complete item Potential Energy: For U(x)=Ax³, the force is A. 3Ax² B. -3Ax² C. -Ax² D. -(A/3)x²",3.3,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.3
apphycm-mcq-029,ap-physics-c-mechanics,mcq,3,3.4,Conservation of Energy,recovered_author_code,high,"The author code is retained after checking the complete item Conservation of Energy: At a one-dimensional classical turning point with total energy E, A. U=0 always B. U=E and speed is zero C. force must be zero D. kinetic energy is…",3.4,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.4
apphycm-mcq-030,ap-physics-c-mechanics,mcq,3,3.5,Power,recovered_author_code,high,The author code is retained after checking the complete item Power: A force F acts on a particle with velocity v. Instantaneous power is A. F·v B. F×v C. Fv regardless of direction D. F·a,3.5,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:3.5
apphycm-mcq-031,ap-physics-c-mechanics,mcq,4,4.1,Linear Momentum,recovered_author_code,high,"The author code is retained after checking the complete item Linear Momentum: For constant mass m and v(t), net force equals A. mv/t B. m dv/dt C. v dm/dt only D. (1/2)m dv/dt",4.1,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:4.1
apphycm-mcq-032,ap-physics-c-mechanics,mcq,4,4.2,Change in Momentum and Impulse,recovered_author_code,high,The author code is retained after checking the complete item Change in Momentum and Impulse: A force F₀e^{-t/τ} acts from t=0 to infinity. Its impulse is A. F₀τ/e B. F₀τ C. (1/2)F₀τ D. zero,4.2,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:4.2
apphycm-mcq-033,ap-physics-c-mechanics,mcq,4,4.3,Conservation of Linear Momentum,recovered_author_code,high,"The author code is retained after checking the complete item Conservation of Linear Momentum: For a system of total mass M, total momentum is A. M times center-of-mass velocity B. sum of speeds C. always zero D. the sum of the magnitudes of …",4.3,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:4.3
apphycm-mcq-034,ap-physics-c-mechanics,mcq,4,4.4,Elastic and Inelastic Collisions,recovered_author_code,high,"The author code is retained after checking the complete item Elastic and Inelastic Collisions: In an isolated perfectly inelastic collision, A. momentum and kinetic energy are conserved B. momentum is conserved but kinetic energy is not C. ki…",4.4,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:4.4
apphycm-mcq-035,ap-physics-c-mechanics,mcq,5,5.3,Torque,recovered_author_code,high,The author code is retained after checking the complete item Torque: Torque about an origin is A. r·F B. r×F C. F×r D. rF,5.3,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:5.3
apphycm-mcq-036,ap-physics-c-mechanics,mcq,5,5.6,Newton's Second Law in Rotational Form,recovered_author_code,high,"The author code is retained after checking the complete item Newton's Second Law in Rotational Form: For constant rotational inertia I, net torque is A. Iω B. I dω/dt C. Iω² D. (1/2)I dω/dt",5.6,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:5.6
apphycm-mcq-037,ap-physics-c-mechanics,mcq,6,6.1,Rotational Kinetic Energy,recovered_author_code,high,The author code is retained after checking the complete item Rotational Kinetic Energy: A rigid body rotating at angular speed ω has kinetic energy A. Iω B. (1/2)Iω² C. Iω² D. 2Iω²,6.1,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:6.1
apphycm-mcq-038,ap-physics-c-mechanics,mcq,6,6.3,Angular Momentum and Angular Impulse,recovered_author_code,high,The author code is retained after checking the complete item Angular Momentum and Angular Impulse: Angular impulse over a time interval equals A. ∫τdt B. ∫τdθ C. dL/dt D. Iω,6.3,agrees,false,,false,false,d77d7801-441d-49bb-a2cf-a02f6bff407d,stem+stimulus+answer_choices,legacy:mcq:6.3
