content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apcalcbc-frq-034,ap-calculus-bc,frq,10,10.15,Representing Functions as Power Series,derived,high,The content-based selection follows the stem and scoring rubric: (a) Write the Maclaurin series for f and its interval of convergence. (b) Write the degree-6 Maclaurin polynomial. (c) Find f^(8)(0). (d) Use the s…; this most directly matches Representing Functions as Power Series.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,legacy:frq:symbolic:topic-10.15
apcalcbc-frq-035,ap-calculus-bc,frq,10,10.12,Lagrange Error Bound,derived,high,The content-based selection follows the stem and scoring rubric: (a) Write the degree-4 Maclaurin polynomial P₄(x). (b) Find P₄(0.6). (c) Use the Lagrange error bound to bound |e^0.6−P₄(0.6)|. (d) Find the smalle…; this most directly matches Lagrange Error Bound.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,legacy:frq:symbolic:topic-10.12
apcalcbc-frq-036,ap-calculus-bc,frq,10,10.15,Representing Functions as Power Series,derived,medium,The content-based selection follows the stem and scoring rubric: (a) Let y=Σ[n=0 to ∞]a_nx^n. Derive a recurrence for the coefficients. (b) Write the first four nonzero terms and identify the elementary function …; this most directly matches Representing Functions as Power Series.,,,false,7.2,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,legacy:frq:symbolic:topic-10.15
apcalcbc-frq-037,ap-calculus-bc,frq,7,7.9,Logistic Models with Differential Equations,derived,high,The content-based selection follows the stem and scoring rubric: (a) State the equilibrium solutions and identify which is stable for positive populations. (b) Find d²P/dt² when P=2 and determine the concavity th…; this most directly matches Logistic Models with Differential Equations.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,legacy:frq:table:topic-7.9
apcalcbc-frq-038,ap-calculus-bc,frq,7,7.9,Logistic Models with Differential Equations,derived,high,"The content-based selection follows the stem and scoring rubric: (a) Find dP/dt at t=0 and interpret it. (b) Find the particular solution P(t). (c) Find P(10) and P′(10), each to three decimal places. (d) When is…; this most directly matches Logistic Models with Differential Equations.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,legacy:frq:symbolic:topic-7.9
apcalcbc-frq-np1-001,ap-calculus-bc,frq,1,1.16,Working with the Intermediate Value Theorem,derived,medium,"The content-based selection follows the stem and scoring rubric: (a) Must there exist a value c, 3 < c < 6, such that R(c) = 260? Give a reason for your answer. (b) The company also models a separate load metric …; this most directly matches Working with the Intermediate Value Theorem.",,,false,1.15,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:symbolic:topic-1.16
apcalcbc-frq-np1-002,ap-calculus-bc,frq,1,1.10,Exploring Types of Discontinuities,derived,high,"The content-based selection follows the stem and scoring rubric: (a) Find lim(x->2-) f(x) and lim(x->2+) f(x). (b) Is f continuous at x = 2? Justify your answer. (c) Is the discontinuity at x = 2, if any, removab…; this most directly matches Exploring Types of Discontinuities.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:symbolic:topic-1.10
apcalcbc-frq-np1-003,ap-calculus-bc,frq,1,1.8,Determining Limits Using the Squeeze Theorem,derived,high,The content-based selection follows the stem and scoring rubric: (a) Use the Squeeze Theorem to show that lim(x->0) g(x) = 0. (b) Use the result from part (a) to determine whether g is continuous at x = 0. Justif…; this most directly matches Determining Limits Using the Squeeze Theorem.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:symbolic:topic-1.8
apcalcbc-frq-np1-004,ap-calculus-bc,frq,2,2.2,Defining the Derivative of a Function and Using Derivative Notation,derived,high,"The content-based selection follows the stem and scoring rubric: (a) Using the limit definition of the derivative, find f'(2). Show the difference quotient and its simplification before taking the limit. (b) Writ…; this most directly matches Defining the Derivative of a Function and Using Derivative Notation.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:graph:topic-2.2
apcalcbc-frq-np1-005,ap-calculus-bc,frq,3,3.5,Selecting Procedures for Calculating Derivatives,derived,medium,The content-based selection follows the stem and scoring rubric: (a) Let h(x) = f(x) * g(x). Find h'(1). (b) Let k(x) = f(x)/g(x). Find k'(3).; this most directly matches Selecting Procedures for Calculating Derivatives.,,,false,2.8,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:symbolic:topic-3.5
apcalcbc-frq-np1-006,ap-calculus-bc,frq,2,2.7,"Derivatives of cos x, sin x, e^x, and ln x",derived,high,"The content-based selection follows the stem and scoring rubric: A calculator is permitted; round decimal answers to three places. (a) Find f'(x). (b) Find the value of f'(1). (c) Is f increasing or decreasing at…; this most directly matches Derivatives of cos x, sin x, e^x, and ln x.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:calculator:topic-2.7
apcalcbc-frq-np1-007,ap-calculus-bc,frq,3,3.5,Selecting Procedures for Calculating Derivatives,derived,medium,The content-based selection follows the stem and scoring rubric: (a) Let g(x) = f(x^2). Find g'(2). (b) Let h(x) = f(x) * g(x). Find h'(2).; this most directly matches Selecting Procedures for Calculating Derivatives.,,,false,3.1,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:symbolic:topic-3.5
apcalcbc-frq-np1-008,ap-calculus-bc,frq,3,3.2,Implicit Differentiation,derived,high,"The content-based selection follows the stem and scoring rubric: (a) Show that dy/dx = -(2x + y)/(x - 2y). (b) Write the equation of the line tangent to the curve at the point (3, 4). (c) Find the point on the cu…; this most directly matches Implicit Differentiation.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:symbolic:topic-3.2
apcalcbc-frq-np1-009,ap-calculus-bc,frq,3,3.3,Differentiating Inverse Functions,derived,medium,"The content-based selection follows the stem and scoring rubric: (a) Given that f is one-to-one, find (f^-1)'(2). (b) Find d/dx[arctan(4x)], and evaluate it at x = 1/4.; this most directly matches Differentiating Inverse Functions.",,,false,3.4,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:symbolic:topic-3.3
apcalcbc-frq-np1-010,ap-calculus-bc,frq,4,4.5,Solving Related Rates Problems,derived,high,"The content-based selection follows the stem and scoring rubric: Answer the following question. Find dy/dt at the instant when x = 3, y = 4, and dx/dt = 5.; this most directly matches Solving Related Rates Problems.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,np1:frq:symbolic:topic-4.5
apcalcbc-frq-u13-001,ap-calculus-bc,frq,1,1.4,Estimating Limit Values from Tables,recovered_author_code,medium,"The author code is retained after a per-item content check: Table Estimation, Continuity Check, and Removable Discontinuity: Answer all parts. Show your reasoning and calculations clearly, using standard cal…; this most directly matches Estimating Limit Values from Tables.",1.4,agrees,false,1.13,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:table:topic-1.4
apcalcbc-frq-u13-002,ap-calculus-bc,frq,1,1.11,Defining Continuity at a Point,recovered_author_code,medium,"The author code is retained after a per-item content check: Hole in a Rational Function and Continuity Parameter: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notat…; this most directly matches Defining Continuity at a Point.",1.11,agrees,false,1.13,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-1.11
apcalcbc-frq-u13-003,ap-calculus-bc,frq,2,2.5,Applying the Power Rule,recovered_author_code,high,"The author code is retained after a per-item content check: Polynomial Derivative and Tangent Line Interpretation: Answer all parts. Show your reasoning and calculations clearly, using standard calculus nota…; this most directly matches Applying the Power Rule.",2.5,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-2.5
apcalcbc-frq-u13-004,ap-calculus-bc,frq,1,1.6,Determining Limits Using Algebraic Manipulation,recovered_author_code,high,"The author code is retained after a per-item content check: Three Techniques for Algebraic Limit Evaluation: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notation a…; this most directly matches Determining Limits Using Algebraic Manipulation.",1.6,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-1.6
apcalcbc-frq-u13-005,ap-calculus-bc,frq,1,1.8,Determining Limits Using the Squeeze Theorem,recovered_author_code,high,"The author code is retained after a per-item content check: Squeeze Theorem with an Oscillating Trigonometric Factor: Answer all parts. Show your reasoning and calculations clearly, using standard calculus n…; this most directly matches Determining Limits Using the Squeeze Theorem.",1.8,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-1.8
apcalcbc-frq-u13-006,ap-calculus-bc,frq,1,1.16,Working with the Intermediate Value Theorem,recovered_author_code,high,"The author code is retained after a per-item content check: Applying IVT from a Table of Values: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notation and justifyin…; this most directly matches Working with the Intermediate Value Theorem.",1.16,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:table:topic-1.16
apcalcbc-frq-u13-007,ap-calculus-bc,frq,1,1.9,Connecting Multiple Representations of Limits,recovered_author_code,high,"The author code is retained after a per-item content check: Analyzing a Graph Described in Words: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notation and justifyi…; this most directly matches Connecting Multiple Representations of Limits.",1.9,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:graph:topic-1.9
apcalcbc-frq-u13-008,ap-calculus-bc,frq,2,2.8,The Product Rule,recovered_author_code,medium,"The author code is retained after a per-item content check: Product Rule with Estimated and Given Derivative Values: Answer all parts. Show your reasoning and calculations clearly, using standard calculus no…; this most directly matches The Product Rule.",2.8,agrees,false,2.3,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-2.8
apcalcbc-frq-u13-009,ap-calculus-bc,frq,2,2.9,The Quotient Rule,recovered_author_code,high,"The author code is retained after a per-item content check: Quotient Rule Derivative and Normal Line: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notation and just…; this most directly matches The Quotient Rule.",2.9,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-2.9
apcalcbc-frq-u13-010,ap-calculus-bc,frq,3,3.1,The Chain Rule,recovered_author_code,high,"The author code is retained after a per-item content check: Repeated Chain Rule with Logarithmic and Exponential Compositions: Answer all parts. Show your reasoning and calculations clearly, using standard c…; this most directly matches The Chain Rule.",3.1,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-3.1
apcalcbc-frq-u13-011,ap-calculus-bc,frq,2,2.4,Connecting Differentiability and Continuity,recovered_author_code,high,"The author code is retained after a per-item content check: Solving for Constants to Guarantee Differentiability: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notat…; this most directly matches Connecting Differentiability and Continuity.",2.4,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-2.4
apcalcbc-frq-u13-012,ap-calculus-bc,frq,1,1.14,Connecting Infinite Limits and Vertical Asymptotes,recovered_author_code,medium,"The author code is retained after a per-item content check: Vertical and Horizontal Asymptotes of a Rational Function: Answer all parts. Show your reasoning and calculations clearly, using standard calculus …; this most directly matches Connecting Infinite Limits and Vertical Asymptotes.",1.14,unclear,false,1.15,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-1.14
apcalcbc-frq-u13-013,ap-calculus-bc,frq,1,1.13,Removing Discontinuities,recovered_author_code,high,"The author code is retained after a per-item content check: Removable Discontinuity and Continuity Over an Interval: Answer all parts. Show your reasoning and calculations clearly, using standard calculus no…; this most directly matches Removing Discontinuities.",1.13,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-1.13
apcalcbc-frq-u13-014,ap-calculus-bc,frq,5,5.1,Using the Mean Value Theorem,recovered_author_code,high,"The author code is retained after a per-item content check: Water Tank Rates of Change from Table Data: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notation and ju…; this most directly matches Using the Mean Value Theorem.",5.1,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:table:topic-5.1
apcalcbc-frq-u13-015,ap-calculus-bc,frq,2,2.10,"Derivatives of tan x, cot x, sec x, and csc x",recovered_author_code,medium,"The author code is retained after a per-item content check: First and Second Derivatives of a Tangent-Secant Combination: Answer all parts. Show your reasoning and calculations clearly, using standard calcul…; this most directly matches Derivatives of tan x, cot x, sec x, and csc x.",2.10,agrees,false,3.6,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-2.10
apcalcbc-frq-u13-016,ap-calculus-bc,frq,3,3.2,Implicit Differentiation,derived,high,"The content-based selection follows the stem and scoring rubric: Implicit Differentiation and Tangent Line to a Curve: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notat…; this most directly matches Implicit Differentiation.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-3.2
