content_item_id,subject_key,canonical_answer_1_present,canonical_answer_matches_rubric,parts_structured,proposed_canonical_answer,flags,needs_human
614b65b6-f98c-4319-ae0a-b540ce47233d,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: State that digits should be read in groups of three to match the three-digit ID labels. | part-a-criterion-02: Add a rule to skip any group outside the range 001–400. | part-a-criterion-03: Add that already-selected ID numbers are skipped if they reappear. | part-a-criterion-04: Conclude by stating the sample consists of the students whose ID numbers were drawn. | part-b-criterion-01: State that surveying only one lunch period is a convenience sample, not representative of all students. | part-b-criterion-02: Explain that an SRS gives each of the 400 students an equal chance of being selected. | part-b-criterion-03: Add that opinions may vary by lunch period, so excluding other periods could bias the results. | part-c-criterion-01: Set up the ratio of sample size to population size. | part-c-criterion-02: Use sample size 15 and population size 400. | part-c-criterion-03: Recompute 15 ÷ 400.",Draft is rubric-derived and requires human subject-matter approval.,true
66dba214-f1d0-41ba-a52e-1e16996ce0d7,ap-statistics,false,na,true,DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Recompute the sum of all 12 values and divide by 12. | part-a-criterion-02: Order the data and average the 6th and 7th values. | part-a-criterion-03: Show the sorted list of 12 values before computing the median. | part-b-criterion-01: Describe the distribution as right-skewed because of the unusually high value of 61. | part-b-criterion-02: State the numeric relationship: mean 30 is greater than median 28. | part-b-criterion-03: Explain that extreme high values inflate the mean but do not affect the median as strongly. | part-c-criterion-01: State that the median should be used to describe the typical distance. | part-c-criterion-02: Explain that the outlier (61) makes the mean an unrepresentative measure of a typical runner's distance. | part-c-criterion-03: Split the ordered data into lower and upper halves and find the median of each half. | part-c-criterion-04: Recompute Q3 minus Q1.,Draft is rubric-derived and requires human subject-matter approval.,true
c19e2b4d-b0f5-4944-a4d9-46840f005aab,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: a: Compute IQR = Q3-Q1, compute the upper fence = Q3+1.5*IQR, and compare 90 to the fence to state the conclusion. | b: Draw the box at Q1/median/Q3, whiskers to the most extreme non-outlier values, and 90 as a separate outlier point. | c1: State the distribution is right-skewed and support it with a numeric comparison from the data. | c2: State that median/IQR is preferred and explain that mean/SD are not resistant to outliers/skew.",Draft is rubric-derived and requires human subject-matter approval.,true
c9e06a78-dfe6-49eb-a069-5a3bf2aa1ad7,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Recompute each row total divided by 200. | part-a-criterion-02: Show the division of each service's total count by the grand total of 200. | part-b-criterion-01: Divide each Under-30 cell by the Under-30 column total of 80. | part-b-criterion-02: Divide each 30-and-Over cell by the column total of 120. | part-b-criterion-03: Show the division step using the correct column total for each age group. | part-c-criterion-01: Compare the leading service in each conditional distribution using the computed percentages. | part-c-criterion-02: State the conclusion that age group and preference appear associated. | part-c-criterion-03: Ground the comparison in the conditional distributions computed in part B rather than raw counts. | part-d-criterion-01: Use the joint cell count for Under 30 and Service C, divided by 200. | part-d-criterion-02: Recompute 8 ÷ 200.",Draft is rubric-derived and requires human subject-matter approval.,true
fd23b590-846f-49cc-a45d-16ff3d187c67,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Recompute 92% and 8% of the 150 people with the allergy. | part-a-criterion-02: Recompute 6% and 94% of the 850 people without the allergy. | part-a-criterion-03: Sum each column (positive and negative) across both rows. | part-b-criterion-01: Set up P(allergy | positive) using the table from part A. | part-b-criterion-02: Use the allergy-and-positive count of 138 as the numerator. | part-b-criterion-03: Use the total positive count of 189 as the denominator. | part-b-criterion-04: Recompute 138 ÷ 189. | part-c-criterion-01: State that 92% conditions on having the allergy, while part B conditions on testing positive — these are different quantities. | part-c-criterion-02: Explain that the small allergy group combined with a nonzero false positive rate produces many false positives among all positives. | part-c-criterion-03: Reference the specific counts of false positives and true positives from the table.",Draft is rubric-derived and requires human subject-matter approval.,true
ee476290-e8fa-491d-ad5f-49a9e4a51f25,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Recompute each outcome's probability as its ball count divided by 20. | part-a-criterion-02: Set up E(X) as the sum of each winnings value times its probability. | part-a-criterion-03: Recompute the weighted sum of the four products. | part-b-criterion-01: Compare the expected winnings to the $5 cost and state whether the game is fair. | part-b-criterion-02: Clarify that E(X) describes long-run average behavior, not a single play's outcome. | part-c-criterion-01: Recompute the weighted sum of the squared winnings values. | part-c-criterion-02: Subtract [E(X)]² from E(X²). | part-c-criterion-03: Take the square root of the variance. | part-d-criterion-01: Explain that an SD of $11 reflects large swings between possible outcomes relative to the mean of $5. | part-d-criterion-02: State that a smaller SD (like $2) means outcomes are more consistent and less risky than this game.",Draft is rubric-derived and requires human subject-matter approval.,true
d96694c3-cce5-407b-ae36-1656d7ce1164,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: State that there are a fixed number of attempts (6), each resulting in make or miss. | part-a-criterion-02: State that each attempt is independent with the same 0.75 probability of success. | part-b-criterion-01: Set up P(X=4) using the binomial formula with n=6, p=0.75. | part-b-criterion-02: Recompute the number of ways to choose 4 successes out of 6 trials. | part-b-criterion-03: Recompute (0.75)^4 times (0.25)^2. | part-b-criterion-04: Multiply 15 by the probability portion to get the final answer. | part-c-criterion-01: Use the binomial mean formula μ = np. | part-c-criterion-02: Recompute 6 × 0.75. | part-c-criterion-03: Use the binomial SD formula σ = √(np(1−p)). | part-c-criterion-04: Recompute √(6 × 0.75 × 0.25).",Draft is rubric-derived and requires human subject-matter approval.,true
8a42ff98-03a4-4ba2-ac27-296c1932def9,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Describe a specific random mechanism for assigning plants to the two fertilizer groups. | part-a-criterion-02: Explain that randomization tends to balance lurking variables between the two groups. | part-a-criterion-03: State that this allows differences in yield to be attributed to the fertilizer rather than other factors. | part-b-criterion-01: Describe treating each of the 4 shelves as a block. | part-b-criterion-02: Explain that blocking reduces variability caused by differing light exposure between shelves. | part-b-criterion-03: State that randomization of fertilizer type still happens within each shelf/block. | part-c-criterion-01: Identify fertilizer type as the explanatory variable. | part-c-criterion-02: Identify bean yield as the response variable. | part-d-criterion-01: State that the researcher imposes the fertilizer treatment rather than observing pre-existing groups. | part-d-criterion-02: Explain that imposing treatment allows for a cause-and-effect conclusion, unlike an observational study.",Draft is rubric-derived and requires human subject-matter approval.,true
a4913da2-8e3b-4524-af90-74a5eb559735,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Recompute (650 − 500) ÷ 90. | part-a-criterion-02: Find the area to the right of z = 1.67 under the standard normal curve. | part-a-criterion-03: Recompute 1 minus the cumulative probability at z ≈ 1.67. | part-b-criterion-01: Find the z-score corresponding to the 90th percentile of the standard normal distribution. | part-b-criterion-02: Use score = μ + zσ to convert the z-score to a raw score. | part-b-criterion-03: Recompute 500 + 1.28 × 90. | part-c-criterion-01: State that the distribution of the sample mean is used, since the population is normal and/or n is reasonably large. | part-c-criterion-02: Recompute 90 divided by the square root of 36. | part-c-criterion-03: Recompute (520 − 500) ÷ 15. | part-c-criterion-04: Recompute 1 minus the cumulative probability at z ≈ 1.33.",Draft is rubric-derived and requires human subject-matter approval.,true
4621efff-f4e8-4fd8-ac47-0c5600406d6c,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Recompute the Downtown sum divided by 9, and the middle value of the sorted Downtown data. | part-a-criterion-02: Recompute the Suburban sum divided by 9, and the middle value of the sorted Suburban data. | part-b-criterion-01: Describe Downtown's shape as right-skewed (due to 55) and Suburban's as roughly symmetric. | part-b-criterion-02: Compare the medians or means of the two offices and state which is higher. | part-b-criterion-03: Compute and compare the ranges (or IQRs) of the two data sets. | part-b-criterion-04: Rewrite the comparisons using direct comparative language between the two offices. | part-c-criterion-01: Split the Downtown data into lower and upper halves (excluding the median) to find Q1 and Q3, then compute the upper fence. | part-c-criterion-02: Compare 55 to the computed upper fence and state the conclusion. | part-d-criterion-01: State that the median is not affected as strongly by outliers or skewed data as the mean is. | part-d-criterion-02: Explain that the 55-minute outlier inflates the Downtown mean, distorting a comparison based on means.",Draft is rubric-derived and requires human subject-matter approval.,true
f7dbe26b-eb58-4ae1-a30a-c31b65767ee3,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Identify the method as a convenience sample. | part-a-criterion-02: State that the adults were selected based on availability/location, not by random selection. | part-b-criterion-01: Explain how sampling at a physical store location could underrepresent frequent online shoppers. | part-b-criterion-02: State that this bias would likely cause an underestimate of the online-shopping proportion. | part-b-criterion-03: Explain how sampling on a weekday afternoon excludes many employed adults. | part-b-criterion-04: State a distinct effect of the time-based bias on the estimate, different from the location-based reasoning. | part-c-criterion-01: Propose a specific alternative sampling method, such as a random sample from a citywide resident list. | part-c-criterion-02: Add a random selection mechanism to the proposed method. | part-c-criterion-03: Explain how the proposed method includes adults who would not be captured at the mall. | part-c-criterion-04: Explain how the proposed method includes adults unavailable on a weekday afternoon.",Draft is rubric-derived and requires human subject-matter approval.,true
f4ca034a-6b6b-4a24-ae04-4ffb82eef35f,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Assign 4 of the 10 single digits to represent a made kick, matching the 40% probability. | part-a-criterion-02: State that each simulated trial consists of 5 digits, one per attempt. | part-a-criterion-03: Describe counting made-digits per trial and checking whether the count is 2 or more. | part-a-criterion-04: Add that the simulation is repeated many times and the probability is estimated as the fraction of trials with at least 2 makes. | part-b-criterion-01: Recount which digits in Trial 1 fall in the 0–3 range. | part-b-criterion-02: Recount which digits in Trial 2 fall in the 0–3 range. | part-b-criterion-03: Recount which digits in Trial 3 fall in the 0–3 range. | part-c-criterion-01: Recompute 27 divided by 50. | part-c-criterion-02: State the estimate as a probability/percentage in context. | part-c-criterion-03: Add that this estimate is approximate and could change with additional simulated trials.",Draft is rubric-derived and requires human subject-matter approval.,true
c15d8495-3926-4af0-a56d-b0ebd3901957,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Apply the general addition rule: P(S or B) = P(S) + P(B) − P(S and B). | part-a-criterion-02: Recompute 0.20 + 0.15 − 0.05. | part-b-criterion-01: State the classification: not mutually exclusive. | part-b-criterion-02: State that mutually exclusive events require P(S and B) = 0, but here it is 0.05. | part-b-criterion-03: Explain that laptops needing both repairs exist, so the events are not mutually exclusive. | part-c-criterion-01: State the classification: not independent. | part-c-criterion-02: Compute P(S) × P(B) and compare it to the given joint probability of 0.05. | part-c-criterion-03: Explain that unequal values (0.03 vs. 0.05) indicate the two repair needs are associated, not independent. | part-d-criterion-01: Set up the conditional probability formula P(B|S) = P(S and B) / P(S). | part-d-criterion-02: Recompute 0.05 divided by 0.20.",Draft is rubric-derived and requires human subject-matter approval.,true
81508254-a2e0-4906-ae6f-e7a63e0ad431,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: List both possible payout amounts: $0 and $20,000. | part-a-criterion-02: Pair each payout with its correct probability (0.98 and 0.02). | part-b-criterion-01: Recompute 20000 × 0.02. | part-b-criterion-02: Subtract the expected payout from the $500 revenue per policy. | part-b-criterion-03: Recompute 500 − 400. | part-c-criterion-01: Recompute 20000 squared times 0.02. | part-c-criterion-02: Subtract [E(Y)]² from E(Y²). | part-c-criterion-03: Take the square root of the variance. | part-d-criterion-01: Explain that with many independent policies, the average outcome converges toward the expected value. | part-d-criterion-02: Contrast the high relative variability for one policyholder with the stability across many policies.",Draft is rubric-derived and requires human subject-matter approval.,true
dcedcb2b-3c9d-4e14-a931-79ab0e8f47dc,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Classify transportation mode as categorical, since its values are named groups. | part-a-criterion-02: Classify the distance grouping as categorical since it is recorded as two labeled groups (within 3 miles / farther than 3 miles). | part-b-criterion-01: Recompute each Within-3-miles cell divided by the column total of 100. | part-b-criterion-02: Show the division of each cell by the Within-3-miles column total. | part-b-criterion-03: Check that the four proportions sum to 1 and correct any arithmetic error. | part-c-criterion-01: Redraw the two full-height bars with segment sizes matching each group's conditional distribution. | part-c-criterion-02: Add a legend and keep segment order consistent across both bars. | part-c-criterion-03: Add axis labels (distance group; percent or proportion) and a title. | part-d-criterion-01: Compare the conditional percentages for car and bike/walk use between the two groups. | part-d-criterion-02: State the conclusion that distance and transportation mode appear associated.",Draft is rubric-derived and requires human subject-matter approval.,true
b97d6604-1b56-4a08-a462-9a5b0e4af145,ap-statistics,false,na,true,DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Set the first-level branches to the given machine production percentages. | part-a-criterion-02: Attach the correct conditional defect and non-defect probabilities under each machine branch. | part-a-criterion-03: Ensure the diagram or table displays all six machine-by-defect-status combinations. | part-b-criterion-01: Sum the joint defective probabilities from each machine branch. | part-b-criterion-02: Recompute each machine's probability times its defect rate. | part-b-criterion-03: Sum the three joint probabilities. | part-c-criterion-01: Set up the conditional probability as the joint probability for C divided by the total defective probability. | part-c-criterion-02: Use the joint probability for Machine C (0.016) and the total defective probability (0.041) from earlier parts. | part-c-criterion-03: Recompute 0.016 divided by 0.041. | part-d-criterion-01: Compare P(defective|C) = 0.08 to the overall P(defective) = 0.041 from part B and state that their inequality shows the events are not independent.,Draft is rubric-derived and requires human subject-matter approval.,true
f90a9e1b-6fd9-4158-a668-f4ed22e3f8c6,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Recompute 200 × 0.06. | part-a-criterion-02: Recompute √(200 × 0.06 × 0.94). | part-b-criterion-01: Compute np and n(1−p) for this sample size and defect rate. | part-b-criterion-02: Compare both values to the threshold of 10 and state the Normal approximation is justified. | part-c-criterion-01: Use the mean (12) and SD (≈3.36) from part A as the Normal model's parameters. | part-c-criterion-02: Adjust the boundary to 18.5 to account for approximating a discrete distribution with a continuous one. | part-c-criterion-03: Recompute (18.5 − 12) ÷ 3.36. | part-c-criterion-04: Recompute 1 minus the cumulative probability at z ≈ 1.94. | part-d-criterion-01: Compute how many standard deviations 22 is from the mean of 12 and note this is an unusually large deviation. | part-d-criterion-02: State that because this outcome would be very unlikely under the 6% claim, it suggests the true defect rate may be higher, using informal (non-hypothesis-test) reasoning.",Draft is rubric-derived and requires human subject-matter approval.,true
995aa8dd-b257-4228-a066-a045d75fcb58,ap-statistics,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: part-a-criterion-01: Recompute Q3 minus Q1 for the South facility. | part-a-criterion-02: Recompute Q3 + 1.5 × IQR. | part-a-criterion-03: Compare 40 to the computed upper fence and state the conclusion. | part-b-criterion-01: State that the mean would decrease because it uses every value, and 8.0 is much smaller than the recorded 40. | part-b-criterion-02: Correct the claim that the median is unaffected: explain that since the corrected value''s rank crosses the median (moving from the maximum to below Q1), the median may shift, though its exact new value can''t be determined from the summary statistics given. | part-b-criterion-03: State that the standard deviation would decrease because the extreme deviation contributed by the 40-pound value is removed. | part-c-criterion-01: Note that after correction, 8.0 lands below the median, so it is not the new maximum; the true maximum is unknown from the summary alone. | part-c-criterion-02: Compare the corrected South shape (more symmetric without the outlier) to North's already-symmetric shape. | part-c-criterion-03: Explain that the equal original SDs were misleading due to the data error, and the corrected SDs would differ. | part-c-criterion-04: State that centers remain similar between facilities even though spread comparisons change after correction.",Draft is rubric-derived and requires human subject-matter approval.,true
88d04972-a32f-45c0-ba36-88f89a20e76a,ap-statistics,true,yes,true,,structured prompt_json.parts,false
247fa43c-12a1-4325-9e4a-3d2ac12ca337,ap-statistics,true,yes,true,,structured prompt_json.parts,false
417f613e-9b7d-4006-a7ad-7af2192740d7,ap-statistics,true,yes,true,,structured prompt_json.parts,false
778dd6fe-3743-4854-a85d-41ef92621f5b,ap-statistics,true,yes,true,,structured prompt_json.parts,false
66842193-66be-4a88-83d6-7c3ea74c727e,ap-statistics,true,yes,true,,structured prompt_json.parts,false
dabb1c22-319b-43b0-85e8-46fc2156160a,ap-statistics,true,yes,true,,structured prompt_json.parts,false
44955911-e8a2-4692-bbf5-a2371008e2e6,ap-statistics,true,yes,true,,structured prompt_json.parts,false
4089bbf4-bd0b-4fa5-ba51-74abc72743fc,ap-statistics,true,yes,true,,structured prompt_json.parts,false
95710146-eeba-4389-89db-a86dc33663c7,ap-statistics,true,yes,true,,structured prompt_json.parts,false
0dc051bb-9021-4fb3-a17e-29d934feb013,ap-statistics,true,yes,true,,structured prompt_json.parts,false
e175ed67-4d5c-4580-9665-070c7e8bd014,ap-statistics,true,yes,true,,structured prompt_json.parts,false
b8e5af02-dfec-4250-a74c-9a38a8323fa2,ap-statistics,true,yes,true,,structured prompt_json.parts,false
dfdfef1f-dd1f-43e4-a636-cb65824c2ef5,ap-statistics,true,yes,true,,structured prompt_json.parts,false
2e2f5711-77bc-436d-9610-0c51b18bf9e0,ap-statistics,true,yes,true,,structured prompt_json.parts,false
ecf62b6d-7462-4724-b009-83a8a821939f,ap-statistics,true,yes,true,,structured prompt_json.parts,false
f5d5f18f-37e3-4dec-bb2c-9aa76f0fd002,ap-statistics,true,yes,true,,structured prompt_json.parts,false
9a8bccd1-85e7-4192-a1bb-71aad94ffe4c,ap-statistics,true,yes,true,,structured prompt_json.parts,false
c63603c5-a620-4b06-aec0-b91d964db1f5,ap-statistics,true,yes,true,,structured prompt_json.parts,false
b1ee175c-2ac3-4bbb-8139-761847e05c63,ap-statistics,true,yes,true,,structured prompt_json.parts,false
ca5f0628-cd55-4293-a6d8-51a1cacb6437,ap-statistics,true,yes,true,,structured prompt_json.parts,false
cbe1dae5-51e8-4b26-87ff-9e457f3f054e,ap-statistics,true,yes,true,,structured prompt_json.parts,false
29737886-6a8a-40e6-9bb9-4825cbe52d8b,ap-statistics,true,yes,true,,structured prompt_json.parts,false
eb74b80e-3f89-430e-a5a2-741ece5451ef,ap-statistics,true,yes,true,,structured prompt_json.parts,false
271dbf21-91e0-423d-9c01-72dfe57a0dbf,ap-statistics,true,yes,true,,structured prompt_json.parts,false
41f14ace-afaa-4882-9902-99207ac705ac,ap-statistics,true,yes,true,,structured prompt_json.parts,false
a1d72619-88fb-44f0-ba0c-6b541c05936b,ap-statistics,true,yes,true,,structured prompt_json.parts,false
